"","sample.ID","rn","facet_column","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col"
"1932","AU18_1031",100,"c","1670084_C",26,26,5703,0.00455900403296511,"1670084_C"
"1933","AU18_1031",100,"c","1630543_C",36,62,5703,0.0108714711555322,"1630543_C"
"1934","AU18_1031",100,"c","C1",38,100,5703,0.0175346308960196,"C1"
"1935","AU18_1031",100,"c","1612485_C",44,144,5703,0.0252498684902683,"1612485_C"
"1936","AU18_1031",100,"c","37253_C",47,191,5703,0.0334911450113975,"37253_C"
"1937","AU18_1031",100,"c","1148411_C",81,272,5703,0.0476941960371734,"1148411_C"
"1938","AU18_1031",100,"c","1147954_C",85,357,5703,0.0625986322987901,"1147954_C"
"1939","AU18_1031",100,"c","1611788_C",88,445,5703,0.0780291074872874,"1611788_C"
"1940","AU18_1031",100,"c","1645568_C",106,551,5703,0.0966158162370682,"1645568_C"
"1941","AU18_1031",100,"c","C22ah",220,771,5703,0.135192004208311,"C22ah"
"1942","AU18_1031",100,"c","C3",538,1309,5703,0.229528318428897,"C3"
"1943","AU18_1031",100,"c","C22ad",1435,2744,5703,0.481150271786779,"C22ad"
"1944","AU18_1031",100,"c","C22",2959,5703,5703,1,"C22"
"1945","AU18_1032",101,"c","C1ge",23,23,4996,0.00460368294635709,"C1ge"
"1946","AU18_1032",101,"c","C1cu",31,54,4996,0.010808646917534,"C1cu"
"1947","AU18_1032",101,"c","C22ah",34,88,4996,0.0176140912730184,"C22ah"
"1948","AU18_1032",101,"c","C1jx",49,137,4996,0.02742193755004,"C1jx"
"1949","AU18_1032",101,"c","C3ju",52,189,4996,0.0378302642113691,"C3ju"
"1950","AU18_1032",101,"c","C1al",54,243,4996,0.0486389111289031,"C1al"
"1951","AU18_1032",101,"c","C1w",57,300,4996,0.0600480384307446,"C1w"
"1952","AU18_1032",101,"c","C72k",82,382,4996,0.0764611689351481,"C72k"
"1953","AU18_1032",101,"c","C22ai",102,484,4996,0.0968775020016013,"C22ai"
"1954","AU18_1032",101,"c","C1b",107,591,4996,0.118294635708567,"C1b"
"1955","AU18_1032",101,"c","C22ad",126,717,4996,0.14351481184948,"C22ad"
"1956","AU18_1032",101,"c","C22",320,1037,4996,0.207566052842274,"C22"
"1957","AU18_1032",101,"c","C3",339,1376,4996,0.275420336269015,"C3"
"1958","AU18_1032",101,"c","C1c",353,1729,4996,0.346076861489191,"C1c"
"1959","AU18_1032",101,"c","C1",3267,4996,4996,1,"C1"
"1960","AU18_1033",102,"c","1680592_C",22,22,4032,0.00545634920634921,"1680592_C"
"1961","AU18_1033",102,"c","C1jx",26,48,4032,0.0119047619047619,"C1jx"
"1962","AU18_1033",102,"c","C1al",33,81,4032,0.0200892857142857,"C1al"
"1963","AU18_1033",102,"c","C22ah",35,116,4032,0.0287698412698413,"C22ah"
"1964","AU18_1033",102,"c","37253_C",39,155,4032,0.0384424603174603,"37253_C"
"1965","AU18_1033",102,"c","C72k",42,197,4032,0.048859126984127,"C72k"
"1966","AU18_1033",102,"c","C1b",67,264,4032,0.0654761904761905,"C1b"
"1967","AU18_1033",102,"c","C22ai",152,416,4032,0.103174603174603,"C22ai"
"1968","AU18_1033",102,"c","C22ad",158,574,4032,0.142361111111111,"C22ad"
"1969","AU18_1033",102,"c","C1c",228,802,4032,0.19890873015873,"C1c"
"1970","AU18_1033",102,"c","C22",272,1074,4032,0.266369047619048,"C22"
"1971","AU18_1033",102,"c","C3",279,1353,4032,0.335565476190476,"C3"
"1972","AU18_1033",102,"c","C1",2679,4032,4032,1,"C1"
"1973","AU18_1034",103,"c","C42.2",34,34,5529,0.00614939410381624,"C42.2"
"1974","AU18_1034",103,"c","C3ew",34,68,5529,0.0122987882076325,"C3ew"
"1975","AU18_1034",103,"c","C3sa",35,103,5529,0.0186290468439139,"C3sa"
"1976","AU18_1034",103,"c","C1cu",37,140,5529,0.0253210345451257,"C1cu"
"1977","AU18_1034",103,"c","C1jx",54,194,5529,0.0350877192982456,"C1jx"
"1978","AU18_1034",103,"c","C1al",74,268,5529,0.0484716947006692,"C1al"
"1979","AU18_1034",103,"c","C3",76,344,5529,0.0622173991680232,"C3"
"1980","AU18_1034",103,"c","C1w",88,432,5529,0.0781334780249593,"C1w"
"1981","AU18_1034",103,"c","C3ju",88,520,5529,0.0940495568818955,"C3ju"
"1982","AU18_1034",103,"c","C72k",143,663,5529,0.119913185024417,"C72k"
"1983","AU18_1034",103,"c","C1b",163,826,5529,0.149394103816242,"C1b"
"1984","AU18_1034",103,"c","C1c",419,1245,5529,0.225176342919154,"C1c"
"1985","AU18_1034",103,"c","C1",4284,5529,5529,1,"C1"
"1986","AU18_1035",104,"c","1646070_C",24,24,5778,0.00415368639667705,"1646070_C"
"1987","AU18_1035",104,"c","C50f",25,49,5778,0.00848044305988231,"C50f"
"1988","AU18_1035",104,"c","1630543_C",26,75,5778,0.0129802699896158,"1630543_C"
"1989","AU18_1035",104,"c","C3ju",26,101,5778,0.0174800969193493,"C3ju"
"1990","AU18_1035",104,"c","C1w",30,131,5778,0.0226722049151956,"C1w"
"1991","AU18_1035",104,"c","C1al",30,161,5778,0.0278643129110419,"C1al"
"1992","AU18_1035",104,"c","C72k",35,196,5778,0.0339217722395292,"C72k"
"1993","AU18_1035",104,"c","1147954_C",40,236,5778,0.0408445829006577,"1147954_C"
"1994","AU18_1035",104,"c","1680592_C",43,279,5778,0.0482866043613707,"1680592_C"
"1995","AU18_1035",104,"c","1611788_C",46,325,5778,0.0562478366216684,"1611788_C"
"1996","AU18_1035",104,"c","C1b",55,380,5778,0.06576670128072,"C1b"
"1997","AU18_1035",104,"c","C22ah",66,446,5778,0.0771893388715819,"C22ah"
"1998","AU18_1035",104,"c","C1c",94,540,5778,0.0934579439252336,"C1c"
"1999","AU18_1035",104,"c","37253_C",116,656,5778,0.113534094842506,"37253_C"
"2000","AU18_1035",104,"c","C22ai",294,950,5778,0.1644167532018,"C22ai"
"2001","AU18_1035",104,"c","C22ad",654,1604,5778,0.27760470751125,"C22ad"
"2002","AU18_1035",104,"c","C3",719,2323,5778,0.402042229145033,"C3"
"2003","AU18_1035",104,"c","C22",1515,3838,5778,0.664243682935272,"C22"
"2004","AU18_1035",104,"c","C1",1940,5778,5778,1,"C1"
"2005","AU18_1037",105,"c","C50f",36,36,6510,0.00552995391705069,"C50f"
"2006","AU18_1037",105,"c","37253_C",44,80,6510,0.0122887864823349,"37253_C"
"2007","AU18_1037",105,"c","C1jx",45,125,6510,0.0192012288786482,"C1jx"
"2008","AU18_1037",105,"c","C42au",46,171,6510,0.0262672811059908,"C42au"
"2009","AU18_1037",105,"c","C3ju",56,227,6510,0.0348694316436252,"C3ju"
"2010","AU18_1037",105,"c","21507_C",57,284,6510,0.0436251920122888,"21507_C"
"2011","AU18_1037",105,"c","C1w",60,344,6510,0.0528417818740399,"C1w"
"2012","AU18_1037",105,"c","C1al",84,428,6510,0.0657450076804915,"C1al"
"2013","AU18_1037",105,"c","C72k",108,536,6510,0.0823348694316436,"C72k"
"2014","AU18_1037",105,"c","C22ad",144,680,6510,0.104454685099846,"C22ad"
"2015","AU18_1037",105,"c","C22ai",147,827,6510,0.127035330261137,"C22ai"
"2016","AU18_1037",105,"c","C1b",157,984,6510,0.151152073732719,"C1b"
"2017","AU18_1037",105,"c","C22",280,1264,6510,0.194162826420891,"C22"
"2018","AU18_1037",105,"c","C3",316,1580,6510,0.242703533026114,"C3"
"2019","AU18_1037",105,"c","C1c",421,2001,6510,0.307373271889401,"C1c"
"2020","AU18_1037",105,"c","C1",4509,6510,6510,1,"C1"
"2021","AU18_1038",106,"c","1670084_C",27,27,5764,0.00468424705065926,"1670084_C"
"2022","AU18_1038",106,"c","1645678_C",31,58,5764,0.0100624566273421,"1645678_C"
"2023","AU18_1038",106,"c","1630543_C",34,92,5764,0.0159611380985427,"1630543_C"
"2024","AU18_1038",106,"c","37253_C",37,129,5764,0.0223802914642609,"37253_C"
"2025","AU18_1038",106,"c","1612485_C",37,166,5764,0.0287994448299792,"1612485_C"
"2026","AU18_1038",106,"c","2885805_C",47,213,5764,0.0369535045107564,"2885805_C"
"2027","AU18_1038",106,"c","1148411_C",78,291,5764,0.0504857737682165,"1148411_C"
"2028","AU18_1038",106,"c","1147954_C",88,379,5764,0.0657529493407356,"1147954_C"
"2029","AU18_1038",106,"c","1645568_C",92,471,5764,0.0817140874392783,"1645568_C"
"2030","AU18_1038",106,"c","C1",95,566,5764,0.0981956974323386,"C1"
"2031","AU18_1038",106,"c","1611788_C",101,667,5764,0.115718251214434,"1611788_C"
"2032","AU18_1038",106,"c","C22ah",208,875,5764,0.151804302567661,"C22ah"
"2033","AU18_1038",106,"c","C3",612,1487,5764,0.257980569049271,"C3"
"2034","AU18_1038",106,"c","C22ad",1203,2690,5764,0.466689798750867,"C22ad"
"2035","AU18_1038",106,"c","C22",3074,5764,5764,1,"C22"
"2036","AU18_1039",107,"c","69388_C",21,21,4733,0.00443693217832242,"69388_C"
"2037","AU18_1039",107,"c","1630543_C",24,45,4733,0.00950771181069089,"1630543_C"
"2038","AU18_1039",107,"c","2885741_C",29,74,4733,0.0156349038664695,"2885741_C"
"2039","AU18_1039",107,"c","1611789_C",42,116,4733,0.0245087682231143,"1611789_C"
"2040","AU18_1039",107,"c","1148411_C",47,163,4733,0.0344390450031692,"1148411_C"
"2041","AU18_1039",107,"c","37253_C",50,213,4733,0.0450031692372702,"37253_C"
"2042","AU18_1039",107,"c","1147954_C",59,272,4733,0.0574688358335094,"1147954_C"
"2043","AU18_1039",107,"c","1611788_C",63,335,4733,0.0707796323684766,"1611788_C"
"2044","AU18_1039",107,"c","1645568_C",80,415,4733,0.0876822311430382,"1645568_C"
"2045","AU18_1039",107,"c","C22ah",125,540,4733,0.114092541728291,"C22ah"
"2046","AU18_1039",107,"c","C1",237,777,4733,0.164166490597929,"C1"
"2047","AU18_1039",107,"c","C3",617,1394,4733,0.294527783646736,"C3"
"2048","AU18_1039",107,"c","C22ad",1005,2399,4733,0.506866680752166,"C22ad"
"2049","AU18_1039",107,"c","C22",2334,4733,4733,1,"C22"
"2050","AU18_1040",108,"c","1670084_C",31,31,7259,0.00427056068328971,"1670084_C"
"2051","AU18_1040",108,"c","1626916_C",40,71,7259,0.00978096156495385,"1626916_C"
"2052","AU18_1040",108,"c","37253_C",41,112,7259,0.0154291224686596,"37253_C"
"2053","AU18_1040",108,"c","1630543_C",49,161,7259,0.0221793635486982,"1630543_C"
"2054","AU18_1040",108,"c","1148411_C",82,243,7259,0.0334756853561097,"1148411_C"
"2055","AU18_1040",108,"c","1147954_C",100,343,7259,0.04725168756027,"1147954_C"
"2056","AU18_1040",108,"c","1645568_C",121,464,7259,0.063920650227304,"1645568_C"
"2057","AU18_1040",108,"c","1611788_C",131,595,7259,0.0819672131147541,"1611788_C"
"2058","AU18_1040",108,"c","C22ah",265,860,7259,0.118473618955779,"C22ah"
"2059","AU18_1040",108,"c","C3",769,1629,7259,0.224411075905772,"C3"
"2060","AU18_1040",108,"c","C22ad",1734,3363,7259,0.463286954125913,"C22ad"
"2061","AU18_1040",108,"c","C22",3896,7259,7259,1,"C22"
"2062","AU18_1041",109,"c","2885802_D",10,10,4615,0.00216684723726977,"2885802_D"
"2063","AU18_1041",109,"c","102838_D",10,20,4615,0.00433369447453954,"102838_D"
"2064","AU18_1041",109,"c","1675094_C",11,31,4615,0.00671722643553629,"1675094_C"
"2065","AU18_1041",109,"c","7279_D",11,42,4615,0.00910075839653304,"7279_D"
"2066","AU18_1041",109,"c","10626_D",11,53,4615,0.0114842903575298,"10626_D"
"2067","AU18_1041",109,"c","D6g",12,65,4615,0.0140845070422535,"D6g"
"2068","AU18_1041",109,"c","D1r",12,77,4615,0.0166847237269772,"D1r"
"2069","AU18_1041",109,"c","D17c",12,89,4615,0.019284940411701,"D17c"
"2070","AU18_1041",109,"c","28248_D",12,101,4615,0.0218851570964247,"28248_D"
"2071","AU18_1041",109,"c","104830_D",12,113,4615,0.0244853737811484,"104830_D"
"2072","AU18_1041",109,"c","1630543_C",13,126,4615,0.0273022751895991,"1630543_C"
"2073","AU18_1041",109,"c","C78c",13,139,4615,0.0301191765980498,"C78c"
"2074","AU18_1041",109,"c","1242406_D",13,152,4615,0.0329360780065005,"1242406_D"
"2075","AU18_1041",109,"c","2174376_C",14,166,4615,0.0359696641386782,"2174376_C"
"2076","AU18_1041",109,"c","37253_C",16,182,4615,0.0394366197183099,"37253_C"
"2077","AU18_1041",109,"c","1626350_C",18,200,4615,0.0433369447453954,"1626350_C"
"2078","AU18_1041",109,"c","D17e",18,218,4615,0.047237269772481,"D17e"
"2079","AU18_1041",109,"c","C8",21,239,4615,0.0517876489707476,"C8"
"2080","AU18_1041",109,"c","1148411_C",21,260,4615,0.0563380281690141,"1148411_C"
"2081","AU18_1041",109,"c","D17d",22,282,4615,0.0611050920910076,"D17d"
"2082","AU18_1041",109,"c","1662001_C",23,305,4615,0.0660888407367281,"1662001_C"
"2083","AU18_1041",109,"c","1626916_C",24,329,4615,0.0712892741061755,"1626916_C"
"2084","AU18_1041",109,"c","2282560_C",24,353,4615,0.076489707475623,"2282560_C"
"2085","AU18_1041",109,"c","D4ae",27,380,4615,0.0823401950162514,"D4ae"
"2086","AU18_1041",109,"c","1147954_C",28,408,4615,0.0884073672806067,"1147954_C"
"2087","AU18_1041",109,"c","1645568_C",31,439,4615,0.095124593716143,"1645568_C"
"2088","AU18_1041",109,"c","23615_D",31,470,4615,0.101841820151679,"23615_D"
"2089","AU18_1041",109,"c","1611788_C",35,505,4615,0.109425785482124,"1611788_C"
"2090","AU18_1041",109,"c","32528_D",37,542,4615,0.117443120260022,"32528_D"
"2091","AU18_1041",109,"c","D6c",47,589,4615,0.12762730227519,"D6c"
"2092","AU18_1041",109,"c","D10",51,640,4615,0.138678223185265,"D10"
"2093","AU18_1041",109,"c","D1af",55,695,4615,0.150595882990249,"D1af"
"2094","AU18_1041",109,"c","C22ah",69,764,4615,0.165547128927411,"C22ah"
"2095","AU18_1041",109,"c","D1d",119,883,4615,0.191332611050921,"D1d"
"2096","AU18_1041",109,"c","D6",218,1101,4615,0.238569880823402,"D6"
"2097","AU18_1041",109,"c","D4",221,1322,4615,0.286457204767064,"D4"
"2098","AU18_1041",109,"c","C3",283,1605,4615,0.347778981581798,"C3"
"2099","AU18_1041",109,"c","C22ad",598,2203,4615,0.477356446370531,"C22ad"
"2100","AU18_1041",109,"c","C22",944,3147,4615,0.681906825568797,"C22"
"2101","AU18_1041",109,"c","D1",1468,4615,4615,1,"D1"
"2102","AU18_1058",110,"c","C3da",28,28,6906,0.00405444540978859,"C3da"
"2103","AU18_1058",110,"c","2850_C",29,57,6906,0.00825369244135534,"2850_C"
"2104","AU18_1058",110,"c","C1hq",48,105,6906,0.0152041702867072,"C1hq"
"2105","AU18_1058",110,"c","2885739_C",66,171,6906,0.024761077324066,"2885739_C"
"2106","AU18_1058",110,"c","2885738_C",68,239,6906,0.0346075876049812,"2885738_C"
"2107","AU18_1058",110,"c","C1b",80,319,6906,0.0461917173472343,"C1b"
"2108","AU18_1058",110,"c","123623_C",93,412,6906,0.0596582681726035,"123623_C"
"2109","AU18_1058",110,"c","92898_C",102,514,6906,0.0744280335939762,"92898_C"
"2110","AU18_1058",110,"c","2853_C",108,622,6906,0.090066608746018,"2853_C"
"2111","AU18_1058",110,"c","90777_C",160,782,6906,0.113234868230524,"90777_C"
"2112","AU18_1058",110,"c","C3co",847,1629,6906,0.235881841876629,"C3co"
"2113","AU18_1058",110,"c","C1",1726,3355,6906,0.48580944106574,"C1"
"2114","AU18_1058",110,"c","C1n",3551,6906,6906,1,"C1n"
"2115","AU18_1060",111,"c","1612485_C",39,39,7959,0.0049001130795326,"1612485_C"
"2116","AU18_1060",111,"c","1626916_C",41,80,7959,0.0100515140092977,"1626916_C"
"2117","AU18_1060",111,"c","37253_C",42,122,7959,0.0153285588641789,"37253_C"
"2118","AU18_1060",111,"c","1626763_C",46,168,7959,0.0211081794195251,"1626763_C"
"2119","AU18_1060",111,"c","1680592_C",52,220,7959,0.0276416635255685,"1680592_C"
"2120","AU18_1060",111,"c","1630543_C",57,277,7959,0.0348033672571931,"1630543_C"
"2121","AU18_1060",111,"c","C21",60,337,7959,0.0423420027641664,"C21"
"2122","AU18_1060",111,"c","1626350_C",61,398,7959,0.0500062821962558,"1626350_C"
"2123","AU18_1060",111,"c","1645678_C",63,461,7959,0.0579218494785777,"1645678_C"
"2124","AU18_1060",111,"c","1662001_C",91,552,7959,0.0693554466641538,"1662001_C"
"2125","AU18_1060",111,"c","1147954_C",95,647,7959,0.0812916195501947,"1147954_C"
"2126","AU18_1060",111,"c","1148411_C",117,764,7959,0.0959919587887926,"1148411_C"
"2127","AU18_1060",111,"c","1645568_C",148,912,7959,0.114587259705993,"1645568_C"
"2128","AU18_1060",111,"c","1611788_C",152,1064,7959,0.133685136323659,"1611788_C"
"2129","AU18_1060",111,"c","C22ah",306,1370,7959,0.172132177409222,"C22ah"
"2130","AU18_1060",111,"c","C3",968,2338,7959,0.293755496921724,"C3"
"2131","AU18_1060",111,"c","C22ad",1468,3806,7959,0.478200778992336,"C22ad"
"2132","AU18_1060",111,"c","C22",4153,7959,7959,1,"C22"
"2133","AU18_1071",112,"c","1670084_C",44,44,8127,0.00541405192567983,"1670084_C"
"2134","AU18_1071",112,"c","C21",52,96,8127,0.011812476928756,"C21"
"2135","AU18_1071",112,"c","1630543_C",56,152,8127,0.0187030884705303,"1630543_C"
"2136","AU18_1071",112,"c","1645678_C",69,221,8127,0.0271933062630737,"1645678_C"
"2137","AU18_1071",112,"c","37253_C",100,321,8127,0.0394979697305279,"37253_C"
"2138","AU18_1071",112,"c","1147954_C",107,428,8127,0.0526639596407038,"1147954_C"
"2139","AU18_1071",112,"c","1148411_C",111,539,8127,0.066322136089578,"1148411_C"
"2140","AU18_1071",112,"c","1645568_C",121,660,8127,0.0812107788851975,"1645568_C"
"2141","AU18_1071",112,"c","1611788_C",130,790,8127,0.0972068413928879,"1611788_C"
"2142","AU18_1071",112,"c","C22ah",240,1030,8127,0.126738033714778,"C22ah"
"2143","AU18_1071",112,"c","C3",1451,2481,8127,0.305278700627538,"C3"
"2144","AU18_1071",112,"c","C22ad",1480,3961,8127,0.48738771994586,"C22ad"
"2145","AU18_1071",112,"c","C22",4166,8127,8127,1,"C22"
"2146","AU18_1072",113,"c","C50f",53,53,9769,0.00542532500767735,"C50f"
"2147","AU18_1072",113,"c","C42.2",55,108,9769,0.0110553792609274,"C42.2"
"2148","AU18_1072",113,"c","C72k",66,174,9769,0.0178114443648275,"C72k"
"2149","AU18_1072",113,"c","1147954_C",73,247,9769,0.0252840618282322,"1147954_C"
"2150","AU18_1072",113,"c","1645568_C",79,326,9769,0.033370867028355,"1645568_C"
"2151","AU18_1072",113,"c","1680592_C",83,409,9769,0.0418671307196233,"1680592_C"
"2152","AU18_1072",113,"c","1618884_C",109,518,9769,0.0530248746033371,"1618884_C"
"2153","AU18_1072",113,"c","C1c",148,666,9769,0.0681748387757191,"C1c"
"2154","AU18_1072",113,"c","C1b",191,857,9769,0.0877264817279148,"C1b"
"2155","AU18_1072",113,"c","C22ah",222,1079,9769,0.110451427986488,"C22ah"
"2156","AU18_1072",113,"c","37253_C",234,1313,9769,0.134404749718497,"37253_C"
"2157","AU18_1072",113,"c","C22ai",599,1912,9769,0.19572115876753,"C22ai"
"2158","AU18_1072",113,"c","C22ad",1056,2968,9769,0.303818200429931,"C22ad"
"2159","AU18_1072",113,"c","C3",1398,4366,9769,0.44692394308527,"C3"
"2160","AU18_1072",113,"c","C22",2411,6777,9769,0.693725048623196,"C22"
"2161","AU18_1072",113,"c","C1",2992,9769,9769,1,"C1"
"2162","AU18_1075",114,"c","1147954_C",37,37,8871,0.00417089392402209,"1147954_C"
"2163","AU18_1075",114,"c","C1jx",41,78,8871,0.00879269529928982,"C1jx"
"2164","AU18_1075",114,"c","C1al",43,121,8871,0.0136399504001804,"C1al"
"2165","AU18_1075",114,"c","1626302_C",46,167,8871,0.0188253860895051,"1626302_C"
"2166","AU18_1075",114,"c","C3ju",47,214,8871,0.0241235486416413,"C3ju"
"2167","AU18_1075",114,"c","1611788_C",53,267,8871,0.0300980723706459,"1611788_C"
"2168","AU18_1075",114,"c","C50f",63,330,8871,0.0371998647277646,"C50f"
"2169","AU18_1075",114,"c","C1w",64,394,8871,0.0444143839476947,"C1w"
"2170","AU18_1075",114,"c","C72k",78,472,8871,0.0532070792469846,"C72k"
"2171","AU18_1075",114,"c","1680592_C",81,553,8871,0.0623379551347086,"1680592_C"
"2172","AU18_1075",114,"c","C1b",94,647,8871,0.072934280238981,"C1b"
"2173","AU18_1075",114,"c","C22ah",121,768,8871,0.0865742306391613,"C22ah"
"2174","AU18_1075",114,"c","37253_C",153,921,8871,0.103821440649307,"37253_C"
"2175","AU18_1075",114,"c","C1c",240,1161,8871,0.130875887724045,"C1c"
"2176","AU18_1075",114,"c","C22ai",512,1673,8871,0.188592041483486,"C22ai"
"2177","AU18_1075",114,"c","C22ad",723,2396,8871,0.270093563296133,"C22ad"
"2178","AU18_1075",114,"c","C3",940,3336,8871,0.376056814338857,"C3"
"2179","AU18_1075",114,"c","C22",1741,5077,8871,0.572314282493518,"C22"
"2180","AU18_1075",114,"c","C1",3794,8871,8871,1,"C1"
"2181","AU18_1078",115,"c","D1",12,12,8704,0.00137867647058824,"D1"
"2182","AU18_1078",115,"c","C3da",35,47,8704,0.00539981617647059,"C3da"
"2183","AU18_1078",115,"c","2850_C",36,83,8704,0.0095358455882353,"2850_C"
"2184","AU18_1078",115,"c","C1hq",48,131,8704,0.0150505514705882,"C1hq"
"2185","AU18_1078",115,"c","C1b",71,202,8704,0.0232077205882353,"C1b"
"2186","AU18_1078",115,"c","92898_C",91,293,8704,0.0336626838235294,"92898_C"
"2187","AU18_1078",115,"c","2885739_C",91,384,8704,0.0441176470588235,"2885739_C"
"2188","AU18_1078",115,"c","2885738_C",107,491,8704,0.0564108455882353,"2885738_C"
"2189","AU18_1078",115,"c","123623_C",134,625,8704,0.0718060661764706,"123623_C"
"2190","AU18_1078",115,"c","2853_C",153,778,8704,0.0893841911764706,"2853_C"
"2191","AU18_1078",115,"c","90777_C",214,992,8704,0.113970588235294,"90777_C"
"2192","AU18_1078",115,"c","C3co",949,1941,8704,0.223000919117647,"C3co"
"2193","AU18_1078",115,"c","C1",2105,4046,8704,0.46484375,"C1"
"2194","AU18_1078",115,"c","C1n",4658,8704,8704,1,"C1n"
"2195","AU18_1079",116,"c","2885793_C",25,25,4082,0.00612444879960804,"2885793_C"
"2196","AU18_1079",116,"c","1645678_C",26,51,4082,0.0124938755512004,"1645678_C"
"2197","AU18_1079",116,"c","C1",27,78,4082,0.0191082802547771,"C1"
"2198","AU18_1079",116,"c","37253_C",27,105,4082,0.0257226849583537,"37253_C"
"2199","AU18_1079",116,"c","2885792_C",29,134,4082,0.0328270455658991,"2885792_C"
"2200","AU18_1079",116,"c","1630543_C",30,164,4082,0.0401763841254287,"1630543_C"
"2201","AU18_1079",116,"c","1612485_C",40,204,4082,0.0499755022048016,"1612485_C"
"2202","AU18_1079",116,"c","1148411_C",58,262,4082,0.0641842234198922,"1148411_C"
"2203","AU18_1079",116,"c","1147954_C",64,326,4082,0.0798628123468888,"1147954_C"
"2204","AU18_1079",116,"c","1645568_C",76,402,4082,0.0984811366976972,"1645568_C"
"2205","AU18_1079",116,"c","1611788_C",81,483,4082,0.118324350808427,"1611788_C"
"2206","AU18_1079",116,"c","C22ah",135,618,4082,0.151396374326311,"C22ah"
"2207","AU18_1079",116,"c","C3",479,1097,4082,0.268740813326801,"C3"
"2208","AU18_1079",116,"c","C22ad",746,1843,4082,0.451494365507104,"C22ad"
"2209","AU18_1079",116,"c","C22",2239,4082,4082,1,"C22"
"2210","AU18_1081",117,"c","1612485_C",34,34,5736,0.00592747559274756,"1612485_C"
"2211","AU18_1081",117,"c","1630543_C",36,70,5736,0.0122036262203626,"1630543_C"
"2212","AU18_1081",117,"c","37253_C",39,109,5736,0.0190027894002789,"37253_C"
"2213","AU18_1081",117,"c","1645678_C",40,149,5736,0.025976290097629,"1645678_C"
"2214","AU18_1081",117,"c","1622915_C",44,193,5736,0.0336471408647141,"1622915_C"
"2215","AU18_1081",117,"c","C21",56,249,5736,0.0434100418410042,"C21"
"2216","AU18_1081",117,"c","1147954_C",66,315,5736,0.0549163179916318,"1147954_C"
"2217","AU18_1081",117,"c","1148411_C",71,386,5736,0.0672942817294282,"1148411_C"
"2218","AU18_1081",117,"c","1611788_C",83,469,5736,0.0817642956764296,"1611788_C"
"2219","AU18_1081",117,"c","1645568_C",86,555,5736,0.0967573221757322,"1645568_C"
"2220","AU18_1081",117,"c","C22ah",203,758,5736,0.132147838214784,"C22ah"
"2221","AU18_1081",117,"c","C3",999,1757,5736,0.306311018131102,"C3"
"2222","AU18_1081",117,"c","C22ad",1098,2855,5736,0.497733612273361,"C22ad"
"2223","AU18_1081",117,"c","C22",2881,5736,5736,1,"C22"
"2224","AU18_1083",118,"c","1612485_C",33,33,7266,0.00454170107349298,"1612485_C"
"2225","AU18_1083",118,"c","1670084_C",37,70,7266,0.00963391136801541,"1670084_C"
"2226","AU18_1083",118,"c","1630543_C",39,109,7266,0.0150013762730526,"1630543_C"
"2227","AU18_1083",118,"c","1622915_C",46,155,7266,0.0213322323148913,"1622915_C"
"2228","AU18_1083",118,"c","C21",65,220,7266,0.0302780071566199,"C21"
"2229","AU18_1083",118,"c","37253_C",77,297,7266,0.0408753096614368,"37253_C"
"2230","AU18_1083",118,"c","1645678_C",88,385,7266,0.0529865125240848,"1645678_C"
"2231","AU18_1083",118,"c","1148411_C",103,488,7266,0.0671621249655932,"1148411_C"
"2232","AU18_1083",118,"c","1611788_C",108,596,7266,0.0820258739333884,"1611788_C"
"2233","AU18_1083",118,"c","1147954_C",109,705,7266,0.097027250206441,"1147954_C"
"2234","AU18_1083",118,"c","1645568_C",131,836,7266,0.115056427195156,"1645568_C"
"2235","AU18_1083",118,"c","C22ah",254,1090,7266,0.150013762730526,"C22ah"
"2236","AU18_1083",118,"c","C3",1261,2351,7266,0.323561794660061,"C3"
"2237","AU18_1083",118,"c","C22ad",1436,3787,7266,0.521194605009634,"C22ad"
"2238","AU18_1083",118,"c","C22",3479,7266,7266,1,"C22"
"2239","AU18_1111",119,"c","1630270_C",15,15,3671,0.00408608008716971,"1630270_C"
"2240","AU18_1111",119,"c","1612485_C",19,34,3671,0.00926178153091801,"1612485_C"
"2241","AU18_1111",119,"c","1630543_C",26,60,3671,0.0163443203486788,"1630543_C"
"2242","AU18_1111",119,"c","1148411_C",29,89,3671,0.0242440751838736,"1148411_C"
"2243","AU18_1111",119,"c","1147954_C",33,122,3671,0.033233451375647,"1147954_C"
"2244","AU18_1111",119,"c","C1b",35,157,3671,0.0427676382457096,"C1b"
"2245","AU18_1111",119,"c","1680592_C",43,200,3671,0.0544810678289294,"1680592_C"
"2246","AU18_1111",119,"c","1618884_C",47,247,3671,0.0672841187687279,"1618884_C"
"2247","AU18_1111",119,"c","1645568_C",48,295,3671,0.0803595750476709,"1645568_C"
"2248","AU18_1111",119,"c","C22ah",75,370,3671,0.100789975483519,"C22ah"
"2249","AU18_1111",119,"c","37253_C",80,450,3671,0.122582402615091,"37253_C"
"2250","AU18_1111",119,"c","C22ai",144,594,3671,0.16180877145192,"C22ai"
"2251","AU18_1111",119,"c","C3",445,1039,3671,0.283029147371288,"C3"
"2252","AU18_1111",119,"c","C22ad",597,1636,3671,0.445655134840643,"C22ad"
"2253","AU18_1111",119,"c","C1",718,2354,3671,0.6412421683465,"C1"
