"","sample.ID","seq.ID","abundance","fill_col"
"572","AU18_0071","C1gw",22,"C1gw"
"573","AU18_0064","766366_C",22,"766366_C"
"574","AU18_0068","1150766_C",22,"1150766_C"
"575","AU18_0821","53111_D",22,"53111_D"
"576","AU18_0744","223603_D",22,"223603_D"
"577","AU18_1125","1630543_C",22,"1630543_C"
"578","AU18_1041","D17d",22,"D17d"
"579","AU18_0063","1401978_C",22,"1401978_C"
"580","AU18_0163","2885759_C",22,"2885759_C"
"581","AU18_0747","D1ej",22,"D1ej"
"582","AU18_0220","132798_D",22,"132798_D"
"583","AU18_0331","1670084_C",23,"1670084_C"
"584","AU18_0432","1645678_C",23,"1645678_C"
"585","AU18_1129","1645678_C",23,"1645678_C"
"586","AU18_0520","37253_C",23,"37253_C"
"587","AU18_0520","1645787_C",23,"1645787_C"
"588","AU18_0617","C1",23,"C1"
"589","AU18_0688","1626916_C",23,"1626916_C"
"590","AU18_0686","1613357_C",23,"1613357_C"
"591","AU18_0895","1630543_C",23,"1630543_C"
"592","AU18_1032","C1ge",23,"C1ge"
"593","AU18_0468","C1c",23,"C1c"
"594","AU18_0248","2885746_C",23,"2885746_C"
"595","AU18_1122","D17e",23,"D17e"
"596","AU18_1125","11027_D",23,"11027_D"
"597","AU18_1041","1662001_C",23,"1662001_C"
"598","AU18_0170","2885787_C",23,"2885787_C"
"599","AU18_0163","262320_C",23,"262320_C"
"600","AU18_0163","135129_C",23,"135129_C"
"601","AU18_1121","37253_C",23,"37253_C"
"602","AU18_1121","1645678_C",23,"1645678_C"
"603","AU18_0472","C1bh",23,"C1bh"
"604","AU18_neg12","2175400_C",23,"2175400_C"
"605","AU18_0112","C3.10",23,"C3.10"
"606","AU18_0072","2885773_C",23,"2885773_C"
"607","AU18_0961","2174376_C",24,"2174376_C"
"608","AU18_0961","1670084_C",24,"1670084_C"
"609","AU18_0458","1670084_C",24,"1670084_C"
"610","AU18_0520","C21",24,"C21"
"611","AU18_0520","1630543_C",24,"1630543_C"
"612","AU18_0964","1630543_C",24,"1630543_C"
"613","AU18_0702","1147954_C",24,"1147954_C"
"614","AU18_1039","1630543_C",24,"1630543_C"
"615","AU18_0612","C42.2",24,"C42.2"
"616","AU18_0686","2174376_C",24,"2174376_C"
"617","AU18_0108","1147954_C",24,"1147954_C"
"618","AU18_0695","C3ju",24,"C3ju"
"619","AU18_0257","1622915_C",24,"1622915_C"
"620","AU18_0876","223603_D",24,"223603_D"
"621","AU18_0599","13356_D",24,"13356_D"
"622","AU18_1035","1646070_C",24,"1646070_C"
"623","AU18_0069","2783481_C",24,"2783481_C"
"624","AU18_0069","47105_C",24,"47105_C"
"625","AU18_0744","1611789_C",24,"1611789_C"
"626","AU18_1125","1626350_C",24,"1626350_C"
"627","AU18_1041","1626916_C",24,"1626916_C"
"628","AU18_1041","2282560_C",24,"2282560_C"
"629","AU18_0063","100944_C",24,"100944_C"
"630","AU18_0113","C1",24,"C1"
"631","AU18_0965","1062929_C",24,"1062929_C"
"632","AU18_0281","C1b",24,"C1b"
"633","AU18_0072","39266_C",24,"39266_C"
"634","AU18_0961","1626916_C",25,"1626916_C"
"635","AU18_0459","1622915_C",25,"1622915_C"
"636","AU18_0737","C22ah",25,"C22ah"
"637","AU18_0737","1611788_C",25,"1611788_C"
"638","AU18_0737","1670421_C",25,"1670421_C"
"639","AU18_0963","1645568_C",25,"1645568_C"
"640","AU18_0589","1612485_C",25,"1612485_C"
"641","AU18_0589","1611789_C",25,"1611789_C"
"642","AU18_0260","37253_C",25,"37253_C"
"643","AU18_1079","2885793_C",25,"2885793_C"
"644","AU18_0876","281318_D",25,"281318_D"
"645","AU18_0599","1662001_C",25,"1662001_C"
"646","AU18_1035","C50f",25,"C50f"
"647","AU18_0070","C42ao",25,"C42ao"
"648","AU18_0070","C3od",25,"C3od"
"649","AU18_0070","1150766_C",25,"1150766_C"
"650","AU18_0070","17505_C",25,"17505_C"
"651","AU18_0068","47106_C",25,"47106_C"
"652","AU18_0068","1029753_C",25,"1029753_C"
"653","AU18_1125","2885791_D",25,"2885791_D"
"654","AU18_0474","C3.2",25,"C3.2"
"655","AU18_0065","1398203_C",25,"1398203_C"
"656","AU18_0163","C39ab",25,"C39ab"
"657","AU18_0163","1962377_C",25,"1962377_C"
"658","AU18_0747","D4k",25,"D4k"
"659","AU18_1121","2282565_C",25,"2282565_C"
"660","AU18_1121","D17e",25,"D17e"
"661","AU18_0472","C1br",25,"C1br"
"662","AU18_0281","1618671_C",25,"1618671_C"
"663","AU18_neg12","C3ax",25,"C3ax"
"664","AU18_0100","1670084_C",26,"1670084_C"
"665","AU18_0389","1626916_C",26,"1626916_C"
"666","AU18_0331","1630543_C",26,"1630543_C"
"667","AU18_1129","1630543_C",26,"1630543_C"
"668","AU18_0111","1630543_C",26,"1630543_C"
"669","AU18_0111","1622915_C",26,"1622915_C"
"670","AU18_0963","1147954_C",26,"1147954_C"
"671","AU18_0702","C21",26,"C21"
"672","AU18_1031","1670084_C",26,"1670084_C"
"673","AU18_1124","2174376_C",26,"2174376_C"
"674","AU18_0590","1626916_C",26,"1626916_C"
"675","AU18_0910","1612485_C",26,"1612485_C"
"676","AU18_1079","1645678_C",26,"1645678_C"
"677","AU18_0695","C1al",26,"C1al"
"678","AU18_0876","D2",26,"D2"
"679","AU18_0876","7488_D",26,"7488_D"
"680","AU18_1035","1630543_C",26,"1630543_C"
"681","AU18_1035","C3ju",26,"C3ju"
"682","AU18_1033","C1jx",26,"C1jx"
"683","AU18_1111","1630543_C",26,"1630543_C"
"684","AU18_0069","2885800_C",26,"2885800_C"
"685","AU18_0071","1026568_C",26,"1026568_C"
"686","AU18_0237","C1by",26,"C1by"
"687","AU18_0070","2783442_C",26,"2783442_C"
"688","AU18_0744","2175598_D",26,"2175598_D"
"689","AU18_1125","D1r",26,"D1r"
"690","AU18_0966","21507_C",26,"21507_C"
"691","AU18_0170","2885735_C",26,"2885735_C"
"692","AU18_0170","262320_C",26,"262320_C"
"693","AU18_0163","C3dw",26,"C3dw"
"694","AU18_0319","D1",26,"D1"
"695","AU18_1121","C3cl",26,"C3cl"
"696","AU18_0632","C3sk",26,"C3sk"
"697","AU18_0469","C3wf",26,"C3wf"
"698","AU18_0470","1708730_C",26,"1708730_C"
"699","AU18_0470","266584_C",26,"266584_C"
"700","AU18_0387","95341_C",26,"95341_C"
"701","AU18_0062","66904_C",26,"66904_C"
"702","AU18_0457","C22ah",27,"C22ah"
"703","AU18_0254","2174376_C",27,"2174376_C"
"704","AU18_0459","2786619_C",27,"2786619_C"
"705","AU18_1038","1670084_C",27,"1670084_C"
"706","AU18_0612","2786619_C",27,"2786619_C"
"707","AU18_0590","1670084_C",27,"1670084_C"
"708","AU18_1079","C1",27,"C1"
"709","AU18_1079","37253_C",27,"37253_C"
"710","AU18_0895","1611789_C",27,"1611789_C"
"711","AU18_0895","D4k",27,"D4k"
"712","AU18_0599","37253_C",27,"37253_C"
"713","AU18_0599","D4",27,"D4"
"714","AU18_1010","D1d",27,"D1d"
"715","AU18_0248","2885745_C",27,"2885745_C"
"716","AU18_1122","1163651_C",27,"1163651_C"
"717","AU18_1122","D17d",27,"D17d"
"718","AU18_1122","181666_D",27,"181666_D"
"719","AU18_1125","D17e",27,"D17e"
"720","AU18_1041","D4ae",27,"D4ae"
"721","AU18_0163","948418_C",27,"948418_C"
"722","AU18_0319","D6",27,"D6"
"723","AU18_0965","20946_C",27,"20946_C"
"724","AU18_0586","C1b",27,"C1b"
"725","AU18_0281","C1by",27,"C1by"
"726","AU18_0632","C72k",27,"C72k"
"727","AU18_0387","2885755_C",27,"2885755_C"
"728","AU18_neg12","2885780_C",27,"2885780_C"
"729","AU18_0456","1147954_C",28,"1147954_C"
"730","AU18_0615","C21",28,"C21"
"731","AU18_1129","1612485_C",28,"1612485_C"
"732","AU18_0520","1626916_C",28,"1626916_C"
"733","AU18_0963","1626916_C",28,"1626916_C"
"734","AU18_0617","21025_C",28,"21025_C"
"735","AU18_0592","2174376_C",28,"2174376_C"
"736","AU18_0895","1612485_C",28,"1612485_C"
"737","AU18_0876","C22ah",28,"C22ah"
"738","AU18_0069","C3vb",28,"C3vb"
"739","AU18_0070","44745_C",28,"44745_C"
"740","AU18_0068","90920_C",28,"90920_C"
"741","AU18_1125","37253_C",28,"37253_C"
"742","AU18_1125","1658901_C",28,"1658901_C"
"743","AU18_1041","1147954_C",28,"1147954_C"
"744","AU18_1058","C3da",28,"C3da"
"745","AU18_0163","C1cu",28,"C1cu"
"746","AU18_0220","172931_D",28,"172931_D"
"747","AU18_0472","C50t",28,"C50t"
"748","AU18_0472","C50ar",28,"C50ar"
"749","AU18_0632","37253_C",28,"37253_C"
"750","AU18_0469","268040_C",28,"268040_C"
"751","AU18_neg12","C3dr",28,"C3dr"
"752","AU18_0112","C1by",28,"C1by"
"753","AU18_0072","C3od",28,"C3od"
"754","AU18_0696","C21",29,"C21"
"755","AU18_0696","1630543_C",29,"1630543_C"
"756","AU18_0458","37253_C",29,"37253_C"
"757","AU18_0596","1148411_C",29,"1148411_C"
"758","AU18_0332","D4",29,"D4"
"759","AU18_1039","2885741_C",29,"2885741_C"
"760","AU18_0612","1622915_C",29,"1622915_C"
"761","AU18_1124","37253_C",29,"37253_C"
"762","AU18_1124","1630543_C",29,"1630543_C"
"763","AU18_0590","1351_C",29,"1351_C"
"764","AU18_0910","C1",29,"C1"
"765","AU18_1079","2885792_C",29,"2885792_C"
"766","AU18_0485","1611788_C",29,"1611788_C"
"767","AU18_0745","C42.2",29,"C42.2"
"768","AU18_1111","1148411_C",29,"1148411_C"
"769","AU18_0164","C3mk",29,"C3mk"
"770","AU18_0064","278761_C",29,"278761_C"
"771","AU18_0248","2282571_C",29,"2282571_C"
"772","AU18_1058","2850_C",29,"2850_C"
"773","AU18_0474","C1gq",29,"C1gq"
"774","AU18_0063","C3ed",29,"C3ed"
"775","AU18_0063","1428436_C",29,"1428436_C"
"776","AU18_0170","2885736_C",29,"2885736_C"
"777","AU18_0163","2885734_C",29,"2885734_C"
"778","AU18_0220","1673_D",29,"1673_D"
"779","AU18_1121","2885791_D",29,"2885791_D"
"780","AU18_0387","2885754_C",29,"2885754_C"
"781","AU18_0456","1645678_C",30,"1645678_C"
"782","AU18_0587","1626916_C",30,"1626916_C"
"783","AU18_0459","1612485_C",30,"1612485_C"
"784","AU18_1129","37253_C",30,"37253_C"
"785","AU18_0589","2174376_C",30,"2174376_C"
"786","AU18_0686","37253_C",30,"37253_C"
"787","AU18_0590","1611789_C",30,"1611789_C"
"788","AU18_0910","21025_C",30,"21025_C"
"789","AU18_1079","1630543_C",30,"1630543_C"
"790","AU18_0692","1630513_C",30,"1630513_C"
"791","AU18_0257","C21",30,"C21"
"792","AU18_0895","1630350_C",30,"1630350_C"
"793","AU18_0876","1148411_C",30,"1148411_C"
"794","AU18_0599","C21",30,"C21"
"795","AU18_1035","C1w",30,"C1w"
"796","AU18_1035","C1al",30,"C1al"
"797","AU18_0068","2783544_C",30,"2783544_C"
"798","AU18_0311","2783442_C",30,"2783442_C"
"799","AU18_0311","147220_C",30,"147220_C"
"800","AU18_0311","1618671_C",30,"1618671_C"
"801","AU18_0311","2885786_C",30,"2885786_C"
"802","AU18_0248","2885744_C",30,"2885744_C"
"803","AU18_1125","1147954_C",30,"1147954_C"
"804","AU18_1125","1148411_C",30,"1148411_C"
"805","AU18_1125","2282565_C",30,"2282565_C"
"806","AU18_0113","C21",30,"C21"
"807","AU18_0220","D6g",30,"D6g"
"808","AU18_0472","C50aq",30,"C50aq"
"809","AU18_0632","C1br",30,"C1br"
"810","AU18_0632","C1cv",30,"C1cv"
"811","AU18_0469","37253_C",30,"37253_C"
"812","AU18_0387","1328437_C",30,"1328437_C"
"813","AU18_0387","170670_C",30,"170670_C"
"814","AU18_0072","C1b",30,"C1b"
"815","AU18_0457","37253_C",31,"37253_C"
"816","AU18_1040","1670084_C",31,"1670084_C"
"817","AU18_0742","C21",31,"C21"
"818","AU18_0459","1630543_C",31,"1630543_C"
"819","AU18_1129","D1",31,"D1"
"820","AU18_0964","C1",31,"C1"
"821","AU18_0685","1630543_C",31,"1630543_C"
"822","AU18_1038","1645678_C",31,"1645678_C"
"823","AU18_0599","D17e",31,"D17e"
"824","AU18_0908","C50f",31,"C50f"
"825","AU18_0908","C1br",31,"C1br"
"826","AU18_1032","C1cu",31,"C1cu"
"827","AU18_0069","92851_C",31,"92851_C"
"828","AU18_0070","38496_C",31,"38496_C"
"829","AU18_0068","2783481_C",31,"2783481_C"
"830","AU18_0744","1147954_C",31,"1147954_C"
"831","AU18_1125","2282558_C",31,"2282558_C"
"832","AU18_1125","D17d",31,"D17d"
"833","AU18_1041","1645568_C",31,"1645568_C"
"834","AU18_1041","23615_D",31,"23615_D"
"835","AU18_0700","C1bh",31,"C1bh"
"836","AU18_0063","2885774_C",31,"2885774_C"
"837","AU18_0163","1314109_C",31,"1314109_C"
"838","AU18_0281","1648847_C",31,"1648847_C"
"839","AU18_0632","C3si",31,"C3si"
"840","AU18_0072","2885774_C",31,"2885774_C"
"841","AU18_0460","1630543_C",32,"1630543_C"
"842","AU18_0460","1612485_C",32,"1612485_C"
"843","AU18_0588","1611789_C",32,"1611789_C"
"844","AU18_0688","37253_C",32,"37253_C"
"845","AU18_0108","1645568_C",32,"1645568_C"
"846","AU18_0695","C1w",32,"C1w"
"847","AU18_0164","91281_C",32,"91281_C"
"848","AU18_0237","C1gw",32,"C1gw"
"849","AU18_0070","1029753_C",32,"1029753_C"
"850","AU18_0068","C3",32,"C3"
"851","AU18_0068","44745_C",32,"44745_C"
"852","AU18_0068","47105_C",32,"47105_C"
"853","AU18_0748","223603_D",32,"223603_D"
"854","AU18_0744","D2",32,"D2"
"855","AU18_1122","123623_C",32,"123623_C"
"856","AU18_1122","2885802_D",32,"2885802_D"
"857","AU18_0966","C1w",32,"C1w"
"858","AU18_0113","C39ab",32,"C39ab"
"859","AU18_0062","42703_C",32,"42703_C"
"860","AU18_0112","C1gw",32,"C1gw"
"861","AU18_0072","C3ih",32,"C3ih"
"862","AU18_0072","C3.12",32,"C3.12"
"863","AU18_0742","37253_C",33,"37253_C"
"864","AU18_0587","2174376_C",33,"2174376_C"
"865","AU18_0432","37253_C",33,"37253_C"
"866","AU18_1083","1612485_C",33,"1612485_C"
"867","AU18_0964","37253_C",33,"37253_C"
"868","AU18_1124","1147954_C",33,"1147954_C"
"869","AU18_1124","1148411_C",33,"1148411_C"
"870","AU18_0592","1612485_C",33,"1612485_C"
"871","AU18_0108","1611788_C",33,"1611788_C"
"872","AU18_0597","1612485_C",33,"1612485_C"
"873","AU18_0599","C1",33,"C1"
"874","AU18_1033","C1al",33,"C1al"
"875","AU18_1111","1147954_C",33,"1147954_C"
"876","AU18_0748","D17j",33,"D17j"
"877","AU18_0248","1630588_C",33,"1630588_C"
"878","AU18_1026","C3ew",33,"C3ew"
"879","AU18_0288","103346_C",33,"103346_C"
"880","AU18_0063","2885797_C",33,"2885797_C"
"881","AU18_0113","42703_C",33,"42703_C"
"882","AU18_0163","2885758_C",33,"2885758_C"
"883","AU18_0319","1670426_C",33,"1670426_C"
"884","AU18_1121","D17d",33,"D17d"
"885","AU18_0387","C42ao",33,"C42ao"
"886","AU18_0112","2783359_C",33,"2783359_C"
"887","AU18_1081","1612485_C",34,"1612485_C"
"888","AU18_0737","1630681_C",34,"1630681_C"
"889","AU18_0963","37253_C",34,"37253_C"
"890","AU18_1038","1630543_C",34,"1630543_C"
"891","AU18_0686","1148411_C",34,"1148411_C"
"892","AU18_0592","1148411_C",34,"1148411_C"
"893","AU18_0910","37253_C",34,"37253_C"
"894","AU18_0257","37253_C",34,"37253_C"
"895","AU18_0485","C1",34,"C1"
"896","AU18_1032","C22ah",34,"C22ah"
"897","AU18_0068","C3mk",34,"C3mk"
"898","AU18_0248","2623441_C",34,"2623441_C"
"899","AU18_1122","2853_C",34,"2853_C"
"900","AU18_1125","D17al",34,"D17al"
"901","AU18_0962","2885738_C",34,"2885738_C"
"902","AU18_0962","2885756_C",34,"2885756_C"
"903","AU18_0700","C1jx",34,"C1jx"
"904","AU18_0163","2885736_C",34,"2885736_C"
"905","AU18_0472","C21",34,"C21"
"906","AU18_0463","22281_C",34,"22281_C"
"907","AU18_0463","22136_C",34,"22136_C"
"908","AU18_0632","C3.2",34,"C3.2"
"909","AU18_1034","C42.2",34,"C42.2"
"910","AU18_1034","C3ew",34,"C3ew"
"911","AU18_0387","159911_C",34,"159911_C"
"912","AU18_0387","2885753_C",34,"2885753_C"
"913","AU18_0072","2595310_C",34,"2595310_C"
"914","AU18_0696","1645568_C",35,"1645568_C"
"915","AU18_0456","1611788_C",35,"1611788_C"
"916","AU18_0596","37253_C",35,"37253_C"
"917","AU18_0596","C21",35,"C21"
"918","AU18_0331","2786619_C",35,"2786619_C"
"919","AU18_0460","1645678_C",35,"1645678_C"
"920","AU18_0432","1611788_C",35,"1611788_C"
"921","AU18_0111","1645877_C",35,"1645877_C"
"922","AU18_0589","1626916_C",35,"1626916_C"
"923","AU18_0967","1147954_C",35,"1147954_C"
"924","AU18_0688","1630543_C",35,"1630543_C"
"925","AU18_1124","1645678_C",35,"1645678_C"
"926","AU18_0260","1645568_C",35,"1645568_C"
"927","AU18_0910","1626916_C",35,"1626916_C"
"928","AU18_0824","D6",35,"D6"
"929","AU18_0695","C72k",35,"C72k"
"930","AU18_0599","1147954_C",35,"1147954_C"
"931","AU18_0599","460098_D",35,"460098_D"
"932","AU18_1035","C72k",35,"C72k"
"933","AU18_1033","C22ah",35,"C22ah"
"934","AU18_1111","C1b",35,"C1b"
"935","AU18_1010","C1b",35,"C1b"
"936","AU18_0069","147220_C",35,"147220_C"
"937","AU18_0067","107479_C",35,"107479_C"
"938","AU18_1041","1611788_C",35,"1611788_C"
"939","AU18_1078","C3da",35,"C3da"
"940","AU18_0966","25715_C",35,"25715_C"
"941","AU18_1026","C1bh",35,"C1bh"
"942","AU18_0170","1055322_C",35,"1055322_C"
"943","AU18_1034","C3sa",35,"C3sa"
"944","AU18_0470","1645716_C",35,"1645716_C"
"945","AU18_0100","37253_C",36,"37253_C"
"946","AU18_0961","37253_C",36,"37253_C"
"947","AU18_1081","1630543_C",36,"1630543_C"
"948","AU18_0596","C3n",36,"C3n"
"949","AU18_0614","1626916_C",36,"1626916_C"
"950","AU18_0702","1148411_C",36,"1148411_C"
"951","AU18_0967","37253_C",36,"37253_C"
"952","AU18_0617","1630543_C",36,"1630543_C"
"953","AU18_1031","1630543_C",36,"1630543_C"
"954","AU18_0260","C21",36,"C21"
"955","AU18_0590","21025_C",36,"21025_C"
"956","AU18_0824","D4",36,"D4"
"957","AU18_0908","C72k",36,"C72k"
"958","AU18_1078","2850_C",36,"2850_C"
"959","AU18_1026","C1jx",36,"C1jx"
"960","AU18_0163","2885733_C",36,"2885733_C"
"961","AU18_0112","C41z",36,"C41z"
"962","AU18_1037","C50f",36,"C50f"
"963","AU18_0587","37253_C",37,"37253_C"
"964","AU18_1083","1670084_C",37,"1670084_C"
"965","AU18_0615","1611789_C",37,"1611789_C"
"966","AU18_0111","1670084_C",37,"1670084_C"
"967","AU18_0256","1611788_C",37,"1611788_C"
"968","AU18_1038","37253_C",37,"37253_C"
"969","AU18_1038","1612485_C",37,"1612485_C"
"970","AU18_0824","D1",37,"D1"
"971","AU18_0597","C1",37,"C1"
"972","AU18_0597","1630543_C",37,"1630543_C"
"973","AU18_0895","1148411_C",37,"1148411_C"
"974","AU18_1075","1147954_C",37,"1147954_C"
"975","AU18_0068","1491900_C",37,"1491900_C"
"976","AU18_0067","C1ab",37,"C1ab"
"977","AU18_0311","47105_C",37,"47105_C"
"978","AU18_0311","91281_C",37,"91281_C"
"979","AU18_0744","1148411_C",37,"1148411_C"
"980","AU18_1041","32528_D",37,"32528_D"
"981","AU18_0163","1055322_C",37,"1055322_C"
"982","AU18_0319","1638047_C",37,"1638047_C"
"983","AU18_0220","1677_D",37,"1677_D"
"984","AU18_1034","C1cu",37,"C1cu"
"985","AU18_0359","37253_C",38,"37253_C"
"986","AU18_0482","1611789_C",38,"1611789_C"
"987","AU18_0100","2786619_C",38,"2786619_C"
"988","AU18_0961","1630543_C",38,"1630543_C"
"989","AU18_0961","1670160_C",38,"1670160_C"
"990","AU18_0456","37253_C",38,"37253_C"
"991","AU18_0254","2786619_C",38,"2786619_C"
"992","AU18_0331","1645678_C",38,"1645678_C"
"993","AU18_0615","1626916_C",38,"1626916_C"
"994","AU18_1031","C1",38,"C1"
"995","AU18_0908","1147954_C",38,"1147954_C"
"996","AU18_0164","766366_C",38,"766366_C"
"997","AU18_0069","1491900_C",38,"1491900_C"
"998","AU18_0064","C1ab",38,"C1ab"
"999","AU18_0064","C1by",38,"C1by"
"1000","AU18_0070","90920_C",38,"90920_C"
"1001","AU18_0068","C120b",38,"C120b"
"1002","AU18_1122","2885739_C",38,"2885739_C"
"1003","AU18_1122","11027_D",38,"11027_D"
"1004","AU18_0474","C1w",38,"C1w"
"1005","AU18_0065","C3an",38,"C3an"
"1006","AU18_0063","2885777_C",38,"2885777_C"
"1007","AU18_0281","C3xe",38,"C3xe"
"1008","AU18_0387","1183302_C",38,"1183302_C"
"1009","AU18_0072","54400_C",38,"54400_C"
"1010","AU18_0100","1622915_C",39,"1622915_C"
"1011","AU18_0456","1148411_C",39,"1148411_C"
"1012","AU18_1081","37253_C",39,"37253_C"
"1013","AU18_0614","1611789_C",39,"1611789_C"
"1014","AU18_1083","1630543_C",39,"1630543_C"
"1015","AU18_0588","2885742_C",39,"2885742_C"
"1016","AU18_1129","1148411_C",39,"1148411_C"
"1017","AU18_1060","1612485_C",39,"1612485_C"
"1018","AU18_0702","1630681_C",39,"1630681_C"
"1019","AU18_0256","1147954_C",39,"1147954_C"
"1020","AU18_1172","C1al",39,"C1al"
"1021","AU18_1033","37253_C",39,"37253_C"
"1022","AU18_1010","D4",39,"D4"
"1023","AU18_0165","17505_C",39,"17505_C"
"1024","AU18_0821","17682_D",39,"17682_D"
"1025","AU18_0468","D6c",39,"D6c"
"1026","AU18_1143","92898_C",39,"92898_C"
"1027","AU18_0962","C3da",39,"C3da"
"1028","AU18_0113","333087_C",39,"333087_C"
"1029","AU18_0163","94627_C",39,"94627_C"
"1030","AU18_0062","103346_C",39,"103346_C"
"1031","AU18_1040","1626916_C",40,"1626916_C"
"1032","AU18_1081","1645678_C",40,"1645678_C"
"1033","AU18_0332","D6",40,"D6"
"1034","AU18_0589","1148411_C",40,"1148411_C"
"1035","AU18_0967","1611788_C",40,"1611788_C"
"1036","AU18_0256","C1",40,"C1"
"1037","AU18_1079","1612485_C",40,"1612485_C"
"1038","AU18_1035","1147954_C",40,"1147954_C"
"1039","AU18_1172","C50f",40,"C50f"
"1040","AU18_0908","C1al",40,"C1al"
"1041","AU18_0069","C3mk",40,"C3mk"
"1042","AU18_0748","2175598_D",40,"2175598_D"
"1043","AU18_1122","92898_C",40,"92898_C"
"1044","AU18_1122","2885791_D",40,"2885791_D"
"1045","AU18_0063","333087_C",40,"333087_C"
"1046","AU18_1121","D4ae",40,"D4ae"
"1047","AU18_0387","C1hj",40,"C1hj"
"1048","AU18_0387","1655375_C",40,"1655375_C"
"1049","AU18_0062","C3tq",40,"C3tq"
"1050","AU18_1040","37253_C",41,"37253_C"
"1051","AU18_1060","1626916_C",41,"1626916_C"
"1052","AU18_0612","1630543_C",41,"1630543_C"
"1053","AU18_0695","1148411_C",41,"1148411_C"
"1054","AU18_1075","C1jx",41,"C1jx"
"1055","AU18_0069","C3xf",41,"C3xf"
"1056","AU18_0069","90920_C",41,"90920_C"
"1057","AU18_0165","1029753_C",41,"1029753_C"
"1058","AU18_0748","D1id",41,"D1id"
"1059","AU18_0063","39266_C",41,"39266_C"
"1060","AU18_0463","22284_C",41,"22284_C"
"1061","AU18_0970","281_C",41,"281_C"
"1062","AU18_0387","2885752_C",41,"2885752_C"
"1063","AU18_0482","1148411_C",42,"1148411_C"
"1064","AU18_0482","1630543_C",42,"1630543_C"
"1065","AU18_0482","1680592_C",42,"1680592_C"
"1066","AU18_1126","1626916_C",42,"1626916_C"
"1067","AU18_0588","1626916_C",42,"1626916_C"
"1068","AU18_1060","37253_C",42,"37253_C"
"1069","AU18_0963","2174376_C",42,"2174376_C"
"1070","AU18_1039","1611789_C",42,"1611789_C"
"1071","AU18_0688","1612485_C",42,"1612485_C"
"1072","AU18_0592","1630543_C",42,"1630543_C"
"1073","AU18_0590","1630543_C",42,"1630543_C"
"1074","AU18_0910","1630543_C",42,"1630543_C"
"1075","AU18_0257","1148411_C",42,"1148411_C"
"1076","AU18_0485","C22ah",42,"C22ah"
"1077","AU18_0745","C1c",42,"C1c"
"1078","AU18_1033","C72k",42,"C72k"
"1079","AU18_0908","1680592_C",42,"1680592_C"
"1080","AU18_1010","C22ah",42,"C22ah"
"1081","AU18_0474","C1cv",42,"C1cv"
"1082","AU18_0470","C22ah",42,"C22ah"
"1083","AU18_0387","1655376_C",42,"1655376_C"
"1084","AU18_0062","9945_C",42,"9945_C"
"1085","AU18_0458","1630543_C",43,"1630543_C"
"1086","AU18_0389","37253_C",43,"37253_C"
"1087","AU18_0389","C21",43,"C21"
"1088","AU18_0596","1147954_C",43,"1147954_C"
"1089","AU18_0702","1611788_C",43,"1611788_C"
"1090","AU18_0824","C1",43,"C1"
"1091","AU18_0692","1147954_C",43,"1147954_C"
"1092","AU18_1035","1680592_C",43,"1680592_C"
"1093","AU18_1111","1680592_C",43,"1680592_C"
"1094","AU18_1075","C1al",43,"C1al"
"1095","AU18_0908","C1w",43,"C1w"
"1096","AU18_0237","C1ab",43,"C1ab"
"1097","AU18_0070","C120b",43,"C120b"
"1098","AU18_0468","D2.2",43,"D2.2"
"1099","AU18_0248","132798_D",43,"132798_D"
"1100","AU18_0065","40627_C",43,"40627_C"
"1101","AU18_0288","66904_C",43,"66904_C"
"1102","AU18_0288","918687_C",43,"918687_C"
"1103","AU18_0063","C3ih",43,"C3ih"
"1104","AU18_0063","C6a",43,"C6a"
"1105","AU18_0163","2885735_C",43,"2885735_C"
"1106","AU18_1121","C21",43,"C21"
"1107","AU18_0463","3289_C",43,"3289_C"
"1108","AU18_0463","21067_C",43,"21067_C"
"1109","AU18_neg12","C78c",43,"C78c"
"1110","AU18_neg12","C3ac",43,"C3ac"
"1111","AU18_0062","C3.10",43,"C3.10"
"1112","AU18_0482","1147954_C",44,"1147954_C"
"1113","AU18_1081","1622915_C",44,"1622915_C"
"1114","AU18_1071","1670084_C",44,"1670084_C"
"1115","AU18_0254","1148411_C",44,"1148411_C"
"1116","AU18_0742","1148411_C",44,"1148411_C"
"1117","AU18_0331","1622915_C",44,"1622915_C"
"1118","AU18_1126","1630543_C",44,"1630543_C"
"1119","AU18_0588","2174376_C",44,"2174376_C"
"1120","AU18_1123","2174376_C",44,"2174376_C"
"1121","AU18_0963","C1",44,"C1"
"1122","AU18_1031","1612485_C",44,"1612485_C"
"1123","AU18_0612","37253_C",44,"37253_C"
"1124","AU18_0064","107479_C",44,"107479_C"
"1125","AU18_0067","C1by",44,"C1by"
"1126","AU18_0748","281318_D",44,"281318_D"
"1127","AU18_1122","57565_C",44,"57565_C"
"1128","AU18_0700","C1cb",44,"C1cb"
"1129","AU18_0065","2426_C",44,"2426_C"
"1130","AU18_0472","C3.2",44,"C3.2"
"1131","AU18_0463","C50v",44,"C50v"
"1132","AU18_neg12","C42.2",44,"C42.2"
"1133","AU18_1037","37253_C",44,"37253_C"
"1134","AU18_0742","1147954_C",45,"1147954_C"
"1135","AU18_0614","1612485_C",45,"1612485_C"
"1136","AU18_0583","1637611_C",45,"1637611_C"
"1137","AU18_0432","1148411_C",45,"1148411_C"
