"","sample.ID","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col"
"1846","AU18_0459","C22",2116,3937,3937,1,"C22"
"1847","AU18_1129","D17d",8,8,3086,0.00259235255994815,"D17d"
"1848","AU18_1129","D1d",9,17,3086,0.00550874918988982,"D1d"
"1849","AU18_1129","D6",12,29,3086,0.00939727802981205,"D6"
"1850","AU18_1129","1626916_C",15,44,3086,0.0142579390797148,"1626916_C"
"1851","AU18_1129","1670084_C",19,63,3086,0.0204147764095917,"1670084_C"
"1852","AU18_1129","1645678_C",23,86,3086,0.0278677900194426,"1645678_C"
"1853","AU18_1129","1630543_C",26,112,3086,0.0362929358392741,"1630543_C"
"1854","AU18_1129","1612485_C",28,140,3086,0.0453661697990927,"1612485_C"
"1855","AU18_1129","37253_C",30,170,3086,0.0550874918988982,"37253_C"
"1856","AU18_1129","D1",31,201,3086,0.0651328580686973,"D1"
"1857","AU18_1129","1148411_C",39,240,3086,0.0777705767984446,"1148411_C"
"1858","AU18_1129","1645568_C",46,286,3086,0.0926766040181465,"1645568_C"
"1859","AU18_1129","1147954_C",48,334,3086,0.108230719377835,"1147954_C"
"1860","AU18_1129","1611788_C",55,389,3086,0.126053143227479,"1611788_C"
"1861","AU18_1129","C22ah",123,512,3086,0.165910563836682,"C22ah"
"1862","AU18_1129","C3",346,858,3086,0.278029812054439,"C3"
"1863","AU18_1129","C22ad",571,1429,3086,0.463058976020739,"C22ad"
"1864","AU18_1129","C22",1657,3086,3086,1,"C22"
"1865","AU18_0737","1612485_C",5,5,1264,0.00395569620253165,"1612485_C"
"1866","AU18_0737","1670426_C",5,10,1264,0.00791139240506329,"1670426_C"
"1867","AU18_0737","1148411_C",6,16,1264,0.0126582278481013,"1148411_C"
"1868","AU18_0737","1611789_C",8,24,1264,0.0189873417721519,"1611789_C"
"1869","AU18_0737","1147954_C",10,34,1264,0.0268987341772152,"1147954_C"
"1870","AU18_0737","1630543_C",10,44,1264,0.0348101265822785,"1630543_C"
"1871","AU18_0737","2885790_C",21,65,1264,0.0514240506329114,"2885790_C"
"1872","AU18_0737","C22ah",25,90,1264,0.0712025316455696,"C22ah"
"1873","AU18_0737","1611788_C",25,115,1264,0.0909810126582278,"1611788_C"
"1874","AU18_0737","1670421_C",25,140,1264,0.110759493670886,"1670421_C"
"1875","AU18_0737","1630681_C",34,174,1264,0.137658227848101,"1630681_C"
"1876","AU18_0737","C3",101,275,1264,0.21756329113924,"C3"
"1877","AU18_0737","C22ad",323,598,1264,0.473101265822785,"C22ad"
"1878","AU18_0737","C22",666,1264,1264,1,"C22"
"1879","AU18_1126","1626916_C",42,42,9843,0.00426699177080159,"1626916_C"
"1880","AU18_1126","1630543_C",44,86,9843,0.00873717362592705,"1630543_C"
"1881","AU18_1126","1670084_C",46,132,9843,0.0134105455653764,"1670084_C"
"1882","AU18_1126","37253_C",69,201,9843,0.0204206034745504,"37253_C"
"1883","AU18_1126","1645678_C",72,273,9843,0.0277354465102103,"1645678_C"
"1884","AU18_1126","1147954_C",81,354,9843,0.0359646449253276,"1147954_C"
"1885","AU18_1126","1148411_C",85,439,9843,0.0446002235090928,"1148411_C"
"1886","AU18_1126","1612485_C",94,533,9843,0.0541501574723154,"1612485_C"
"1887","AU18_1126","2885790_C",126,659,9843,0.0669511327847201,"2885790_C"
"1888","AU18_1126","1670421_C",140,799,9843,0.0811744386873921,"1670421_C"
"1889","AU18_1126","1611788_C",146,945,9843,0.0960073148430357,"1611788_C"
"1890","AU18_1126","C22ah",199,1144,9843,0.116224728233262,"C22ah"
"1891","AU18_1126","1630681_C",231,1375,9843,0.139693182972671,"1630681_C"
"1892","AU18_1126","C3",1036,2411,9843,0.244945646652443,"C3"
"1893","AU18_1126","C22ad",2369,4780,9843,0.485624301534085,"C22ad"
"1894","AU18_1126","C22",5063,9843,9843,1,"C22"
"1895","AU18_0685","C1",13,13,3330,0.0039039039039039,"C1"
"1896","AU18_0685","1670084_C",14,27,3330,0.00810810810810811,"1670084_C"
"1897","AU18_0685","2174376_C",18,45,3330,0.0135135135135135,"2174376_C"
"1898","AU18_0685","1626916_C",20,65,3330,0.0195195195195195,"1626916_C"
"1899","AU18_0685","1148411_C",21,86,3330,0.0258258258258258,"1148411_C"
"1900","AU18_0685","1630543_C",31,117,3330,0.0351351351351351,"1630543_C"
"1901","AU18_0685","1645568_C",56,173,3330,0.051951951951952,"1645568_C"
"1902","AU18_0685","1147954_C",62,235,3330,0.0705705705705706,"1147954_C"
"1903","AU18_0685","1611788_C",77,312,3330,0.0936936936936937,"1611788_C"
"1904","AU18_0685","C22ah",166,478,3330,0.143543543543544,"C22ah"
"1905","AU18_0685","C3",225,703,3330,0.211111111111111,"C3"
"1906","AU18_0685","C22ad",915,1618,3330,0.485885885885886,"C22ad"
"1907","AU18_0685","C22",1712,3330,3330,1,"C22"
"1908","AU18_0583","1637611_C",45,45,7699,0.00584491492401611,"1637611_C"
"1909","AU18_0583","1612485_C",52,97,7699,0.0125990388362125,"1612485_C"
"1910","AU18_0583","37253_C",55,152,7699,0.0197428237433433,"37253_C"
"1911","AU18_0583","1630543_C",64,216,7699,0.0280555916352773,"1630543_C"
"1912","AU18_0583","1622915_C",65,281,7699,0.0364982465255228,"1622915_C"
"1913","AU18_0583","1147954_C",78,359,7699,0.0466294323938174,"1147954_C"
"1914","AU18_0583","1680592_C",91,450,7699,0.0584491492401611,"1680592_C"
"1915","AU18_0583","1645568_C",112,562,7699,0.0729964930510456,"1645568_C"
"1916","AU18_0583","1148411_C",126,688,7699,0.0893622548382907,"1148411_C"
"1917","AU18_0583","1611788_C",132,820,7699,0.106507338615405,"1611788_C"
"1918","AU18_0583","C22ah",261,1081,7699,0.140407845174698,"C22ah"
"1919","AU18_0583","C3",523,1604,7699,0.208338745291596,"C3"
"1920","AU18_0583","C22ad",1881,3485,7699,0.45265618911547,"C22ad"
"1921","AU18_0583","C22",4214,7699,7699,1,"C22"
"1922","AU18_1040","1670084_C",31,31,7259,0.00427056068328971,"1670084_C"
"1923","AU18_1040","1626916_C",40,71,7259,0.00978096156495385,"1626916_C"
"1924","AU18_1040","37253_C",41,112,7259,0.0154291224686596,"37253_C"
"1925","AU18_1040","1630543_C",49,161,7259,0.0221793635486982,"1630543_C"
"1926","AU18_1040","1148411_C",82,243,7259,0.0334756853561097,"1148411_C"
"1927","AU18_1040","1147954_C",100,343,7259,0.04725168756027,"1147954_C"
"1928","AU18_1040","1645568_C",121,464,7259,0.063920650227304,"1645568_C"
"1929","AU18_1040","1611788_C",131,595,7259,0.0819672131147541,"1611788_C"
"1930","AU18_1040","C22ah",265,860,7259,0.118473618955779,"C22ah"
"1931","AU18_1040","C3",769,1629,7259,0.224411075905772,"C3"
"1932","AU18_1040","C22ad",1734,3363,7259,0.463286954125913,"C22ad"
"1933","AU18_1040","C22",3896,7259,7259,1,"C22"
"1934","AU18_0458","1670084_C",24,24,5805,0.0041343669250646,"1670084_C"
"1935","AU18_0458","37253_C",29,53,5805,0.00913006029285099,"37253_C"
"1936","AU18_0458","1630543_C",43,96,5805,0.0165374677002584,"1630543_C"
"1937","AU18_0458","1147954_C",72,168,5805,0.0289405684754522,"1147954_C"
"1938","AU18_0458","1148411_C",82,250,5805,0.0430663221360896,"1148411_C"
"1939","AU18_0458","2885807_C",84,334,5805,0.0575366063738157,"2885807_C"
"1940","AU18_0458","1645568_C",102,436,5805,0.0751076658053402,"1645568_C"
"1941","AU18_0458","1611788_C",104,540,5805,0.0930232558139535,"1611788_C"
"1942","AU18_0458","C22ah",216,756,5805,0.130232558139535,"C22ah"
"1943","AU18_0458","C3",569,1325,5805,0.228251507321275,"C3"
"1944","AU18_0458","C22ad",1381,2706,5805,0.466149870801034,"C22ad"
"1945","AU18_0458","C22",3099,5805,5805,1,"C22"
"1946","AU18_0742","1626916_C",16,16,3688,0.00433839479392625,"1626916_C"
"1947","AU18_0742","1670084_C",18,34,3688,0.00921908893709327,"1670084_C"
"1948","AU18_0742","1630543_C",20,54,3688,0.0146420824295011,"1630543_C"
"1949","AU18_0742","1612485_C",20,74,3688,0.0200650759219089,"1612485_C"
"1950","AU18_0742","C21",31,105,3688,0.028470715835141,"C21"
"1951","AU18_0742","37253_C",33,138,3688,0.0374186550976139,"37253_C"
"1952","AU18_0742","1148411_C",44,182,3688,0.0493492407809111,"1148411_C"
"1953","AU18_0742","1147954_C",45,227,3688,0.0615509761388286,"1147954_C"
"1954","AU18_0742","1645568_C",70,297,3688,0.080531453362256,"1645568_C"
"1955","AU18_0742","1611788_C",73,370,3688,0.100325379609544,"1611788_C"
"1956","AU18_0742","C22ah",125,495,3688,0.134219088937093,"C22ah"
"1957","AU18_0742","C3",372,867,3688,0.235086767895879,"C3"
"1958","AU18_0742","C22ad",918,1785,3688,0.484002169197397,"C22ad"
"1959","AU18_0742","C22",1903,3688,3688,1,"C22"
"1960","AU18_1031","1670084_C",26,26,5703,0.00455900403296511,"1670084_C"
"1961","AU18_1031","1630543_C",36,62,5703,0.0108714711555322,"1630543_C"
"1962","AU18_1031","C1",38,100,5703,0.0175346308960196,"C1"
"1963","AU18_1031","1612485_C",44,144,5703,0.0252498684902683,"1612485_C"
"1964","AU18_1031","37253_C",47,191,5703,0.0334911450113975,"37253_C"
"1965","AU18_1031","1148411_C",81,272,5703,0.0476941960371734,"1148411_C"
"1966","AU18_1031","1147954_C",85,357,5703,0.0625986322987901,"1147954_C"
"1967","AU18_1031","1611788_C",88,445,5703,0.0780291074872874,"1611788_C"
"1968","AU18_1031","1645568_C",106,551,5703,0.0966158162370682,"1645568_C"
"1969","AU18_1031","C22ah",220,771,5703,0.135192004208311,"C22ah"
"1970","AU18_1031","C3",538,1309,5703,0.229528318428897,"C3"
"1971","AU18_1031","C22ad",1435,2744,5703,0.481150271786779,"C22ad"
"1972","AU18_1031","C22",2959,5703,5703,1,"C22"
"1973","AU18_0702","1626916_C",14,14,3394,0.00412492634060106,"1626916_C"
"1974","AU18_0702","1630543_C",16,30,3394,0.00883912787271656,"1630543_C"
"1975","AU18_0702","2885790_C",18,48,3394,0.0141426045963465,"2885790_C"
"1976","AU18_0702","1147954_C",24,72,3394,0.0212139068945197,"1147954_C"
"1977","AU18_0702","C21",26,98,3394,0.0288744843842074,"C21"
"1978","AU18_0702","1148411_C",36,134,3394,0.0394814378314673,"1148411_C"
"1979","AU18_0702","1630681_C",39,173,3394,0.0509723040659988,"1630681_C"
"1980","AU18_0702","1611788_C",43,216,3394,0.0636417206835592,"1611788_C"
"1981","AU18_0702","37253_C",50,266,3394,0.0783736004714202,"37253_C"
"1982","AU18_0702","C22ah",57,323,3394,0.0951679434295816,"C22ah"
"1983","AU18_0702","C1",121,444,3394,0.130819092516205,"C1"
"1984","AU18_0702","C3",425,869,3394,0.256040070713023,"C3"
"1985","AU18_0702","C22ad",1055,1924,3394,0.566882734236889,"C22ad"
"1986","AU18_0702","C22",1470,3394,3394,1,"C22"
"1987","AU18_0485","C79b",5,5,1322,0.0037821482602118,"C79b"
"1988","AU18_0485","C54b",5,10,1322,0.0075642965204236,"C54b"
"1989","AU18_0485","C1j",5,15,1322,0.0113464447806354,"C1j"
"1990","AU18_0485","D1",5,20,1322,0.0151285930408472,"D1"
"1991","AU18_0485","1611789_C",6,26,1322,0.0196671709531014,"1611789_C"
"1992","AU18_0485","2239310_C",6,32,1322,0.0242057488653555,"2239310_C"
"1993","AU18_0485","1148411_C",7,39,1322,0.029500756429652,"1148411_C"
"1994","AU18_0485","C8a",7,46,1322,0.0347957639939486,"C8a"
"1995","AU18_0485","C42e",7,53,1322,0.0400907715582451,"C42e"
"1996","AU18_0485","1626916_C",8,61,1322,0.046142208774584,"1626916_C"
"1997","AU18_0485","2174376_C",8,69,1322,0.0521936459909228,"2174376_C"
"1998","AU18_0485","C21",9,78,1322,0.0590015128593041,"C21"
"1999","AU18_0485","C78c",9,87,1322,0.0658093797276853,"C78c"
"2000","AU18_0485","1147954_C",11,98,1322,0.0741301059001513,"1147954_C"
"2001","AU18_0485","1630543_C",12,110,1322,0.0832072617246596,"1630543_C"
"2002","AU18_0485","C79",14,124,1322,0.0937972768532526,"C79"
"2003","AU18_0485","C8",15,139,1322,0.105143721633888,"C8"
"2004","AU18_0485","C54l",17,156,1322,0.118003025718608,"C54l"
"2005","AU18_0485","1626350_C",21,177,1322,0.133888048411498,"1626350_C"
"2006","AU18_0485","1611788_C",29,206,1322,0.155824508320726,"1611788_C"
"2007","AU18_0485","C1",34,240,1322,0.181543116490166,"C1"
"2008","AU18_0485","C22ah",42,282,1322,0.213313161875946,"C22ah"
"2009","AU18_0485","C3",166,448,1322,0.338880484114977,"C3"
"2010","AU18_0485","C22ad",308,756,1322,0.571860816944024,"C22ad"
"2011","AU18_0485","C22",566,1322,1322,1,"C22"
"2012","AU18_0612","C42.2",24,24,5483,0.00437716578515411,"C42.2"
"2013","AU18_0612","2786619_C",27,51,5483,0.00930147729345249,"2786619_C"
"2014","AU18_0612","1622915_C",29,80,5483,0.0145905526171804,"1622915_C"
"2015","AU18_0612","1630543_C",41,121,5483,0.0220682108334853,"1630543_C"
"2016","AU18_0612","37253_C",44,165,5483,0.0300930147729345,"37253_C"
"2017","AU18_0612","C1b",51,216,5483,0.039394492066387,"C1b"
"2018","AU18_0612","1611788_C",74,290,5483,0.0528907532372789,"1611788_C"
"2019","AU18_0612","1147954_C",76,366,5483,0.0667517782236002,"1147954_C"
"2020","AU18_0612","1148411_C",79,445,5483,0.0811599489330658,"1148411_C"
"2021","AU18_0612","C22ai",102,547,5483,0.0997629035199708,"C22ai"
"2022","AU18_0612","C22ah",189,736,5483,0.134233084078059,"C22ah"
"2023","AU18_0612","C1",433,1169,5483,0.213204450118548,"C1"
"2024","AU18_0612","C3",638,1807,5483,0.329564107240562,"C3"
"2025","AU18_0612","C22ad",1144,2951,5483,0.538209009666241,"C22ad"
"2026","AU18_0612","C22",2532,5483,5483,1,"C22"
"2027","AU18_1039","69388_C",21,21,4733,0.00443693217832242,"69388_C"
"2028","AU18_1039","1630543_C",24,45,4733,0.00950771181069089,"1630543_C"
"2029","AU18_1039","2885741_C",29,74,4733,0.0156349038664695,"2885741_C"
"2030","AU18_1039","1611789_C",42,116,4733,0.0245087682231143,"1611789_C"
"2031","AU18_1039","1148411_C",47,163,4733,0.0344390450031692,"1148411_C"
"2032","AU18_1039","37253_C",50,213,4733,0.0450031692372702,"37253_C"
"2033","AU18_1039","1147954_C",59,272,4733,0.0574688358335094,"1147954_C"
"2034","AU18_1039","1611788_C",63,335,4733,0.0707796323684766,"1611788_C"
"2035","AU18_1039","1645568_C",80,415,4733,0.0876822311430382,"1645568_C"
"2036","AU18_1039","C22ah",125,540,4733,0.114092541728291,"C22ah"
"2037","AU18_1039","C1",237,777,4733,0.164166490597929,"C1"
"2038","AU18_1039","C3",617,1394,4733,0.294527783646736,"C3"
"2039","AU18_1039","C22ad",1005,2399,4733,0.506866680752166,"C22ad"
"2040","AU18_1039","C22",2334,4733,4733,1,"C22"
"2041","AU18_0108","2174376_C",8,8,2128,0.0037593984962406,"2174376_C"
"2042","AU18_0108","21025_C",8,16,2128,0.0075187969924812,"21025_C"
"2043","AU18_0108","1626916_C",9,25,2128,0.0117481203007519,"1626916_C"
"2044","AU18_0108","C1nu",12,37,2128,0.0173872180451128,"C1nu"
"2045","AU18_0108","1630543_C",13,50,2128,0.0234962406015038,"1630543_C"
"2046","AU18_0108","1645678_C",13,63,2128,0.0296052631578947,"1645678_C"
"2047","AU18_0108","1611789_C",13,76,2128,0.0357142857142857,"1611789_C"
"2048","AU18_0108","C21",17,93,2128,0.043703007518797,"C21"
"2049","AU18_0108","1148411_C",20,113,2128,0.0531015037593985,"1148411_C"
"2050","AU18_0108","37253_C",20,133,2128,0.0625,"37253_C"
"2051","AU18_0108","C1",21,154,2128,0.0723684210526316,"C1"
"2052","AU18_0108","1147954_C",24,178,2128,0.0836466165413534,"1147954_C"
"2053","AU18_0108","1645568_C",32,210,2128,0.0986842105263158,"1645568_C"
"2054","AU18_0108","1611788_C",33,243,2128,0.114191729323308,"1611788_C"
"2055","AU18_0108","C22ah",71,314,2128,0.147556390977444,"C22ah"
"2056","AU18_0108","C3",262,576,2128,0.270676691729323,"C3"
"2057","AU18_0108","C22ad",525,1101,2128,0.517387218045113,"C22ad"
"2058","AU18_0108","C22",1027,2128,2128,1,"C22"
"2059","AU18_0256","2174376_C",11,11,2439,0.004510045100451,"2174376_C"
"2060","AU18_0256","1642017_C",11,22,2439,0.00902009020090201,"1642017_C"
"2061","AU18_0256","1630543_C",14,36,2439,0.014760147601476,"1630543_C"
"2062","AU18_0256","1148411_C",18,54,2439,0.022140221402214,"1148411_C"
"2063","AU18_0256","1622915_C",18,72,2439,0.029520295202952,"1622915_C"
"2064","AU18_0256","37253_C",20,92,2439,0.037720377203772,"37253_C"
"2065","AU18_0256","1612485_C",22,114,2439,0.046740467404674,"1612485_C"
"2066","AU18_0256","1611788_C",37,151,2439,0.0619106191061911,"1611788_C"
"2067","AU18_0256","1147954_C",39,190,2439,0.0779007790077901,"1147954_C"
"2068","AU18_0256","C1",40,230,2439,0.0943009430094301,"C1"
"2069","AU18_0256","1645568_C",49,279,2439,0.114391143911439,"1645568_C"
"2070","AU18_0256","C22ah",78,357,2439,0.146371463714637,"C22ah"
"2071","AU18_0256","C3",260,617,2439,0.252972529725297,"C3"
"2072","AU18_0256","C22ad",591,1208,2439,0.495284952849529,"C22ad"
"2073","AU18_0256","C22",1231,2439,2439,1,"C22"
"2074","AU18_0614","1626916_C",36,36,7309,0.0049254343959502,"1626916_C"
"2075","AU18_0614","1611789_C",39,75,7309,0.0102613216582296,"1611789_C"
"2076","AU18_0614","1612485_C",45,120,7309,0.0164181146531673,"1612485_C"
"2077","AU18_0614","37253_C",52,172,7309,0.0235326310028732,"37253_C"
"2078","AU18_0614","1630543_C",64,236,7309,0.0322889588178957,"1630543_C"
"2079","AU18_0614","1148411_C",108,344,7309,0.0470652620057463,"1148411_C"
"2080","AU18_0614","1645568_C",121,465,7309,0.0636201942810234,"1645568_C"
"2081","AU18_0614","1147954_C",141,606,7309,0.082911478998495,"1147954_C"
"2082","AU18_0614","1611788_C",169,775,7309,0.106033657135039,"1611788_C"
"2083","AU18_0614","C22ah",230,1005,7309,0.137501710220276,"C22ah"
"2084","AU18_0614","C3",905,1910,7309,0.26132165822958,"C3"
"2085","AU18_0614","C22ad",1719,3629,7309,0.496511150636202,"C22ad"
"2086","AU18_0614","C22",3680,7309,7309,1,"C22"
"2087","AU18_0460","1626916_C",15,15,3840,0.00390625,"1626916_C"
"2088","AU18_0460","1630513_C",18,33,3840,0.00859375,"1630513_C"
"2089","AU18_0460","1670084_C",20,53,3840,0.0138020833333333,"1670084_C"
"2090","AU18_0460","1630543_C",32,85,3840,0.0221354166666667,"1630543_C"
"2091","AU18_0460","1612485_C",32,117,3840,0.03046875,"1612485_C"
"2092","AU18_0460","1645678_C",35,152,3840,0.0395833333333333,"1645678_C"
"2093","AU18_0460","1645568_C",46,198,3840,0.0515625,"1645568_C"
"2094","AU18_0460","37253_C",49,247,3840,0.0643229166666667,"37253_C"
"2095","AU18_0460","1148411_C",60,307,3840,0.0799479166666667,"1148411_C"
"2096","AU18_0460","1147954_C",61,368,3840,0.0958333333333333,"1147954_C"
"2097","AU18_0460","1611788_C",63,431,3840,0.112239583333333,"1611788_C"
"2098","AU18_0460","C22ah",122,553,3840,0.144010416666667,"C22ah"
"2099","AU18_0460","C3",471,1024,3840,0.266666666666667,"C3"
"2100","AU18_0460","C22ad",891,1915,3840,0.498697916666667,"C22ad"
"2101","AU18_0460","C22",1925,3840,3840,1,"C22"
"2102","AU18_0964","21025_C",20,20,4428,0.004516711833785,"21025_C"
"2103","AU18_0964","1351_C",20,40,4428,0.00903342366757001,"1351_C"
"2104","AU18_0964","1630543_C",24,64,4428,0.014453477868112,"1630543_C"
"2105","AU18_0964","C1",31,95,4428,0.0214543812104788,"C1"
"2106","AU18_0964","37253_C",33,128,4428,0.028906955736224,"37253_C"
"2107","AU18_0964","1147954_C",51,179,4428,0.0404245709123758,"1147954_C"
"2108","AU18_0964","1645568_C",55,234,4428,0.0528455284552846,"1645568_C"
"2109","AU18_0964","1148411_C",55,289,4428,0.0652664859981933,"1148411_C"
"2110","AU18_0964","1611788_C",65,354,4428,0.0799457994579946,"1611788_C"
"2111","AU18_0964","C22ah",160,514,4428,0.116079494128275,"C22ah"
"2112","AU18_0964","C3",599,1113,4428,0.251355013550136,"C3"
"2113","AU18_0964","C22ad",1292,2405,4428,0.543134598012647,"C22ad"
"2114","AU18_0964","C22",2023,4428,4428,1,"C22"
"2115","AU18_0482","2174376_C",20,20,4734,0.0042247570764681,"2174376_C"
"2116","AU18_0482","1611789_C",38,58,4734,0.0122517955217575,"1611789_C"
"2117","AU18_0482","1148411_C",42,100,4734,0.0211237853823405,"1148411_C"
"2118","AU18_0482","1630543_C",42,142,4734,0.0299957752429235,"1630543_C"
"2119","AU18_0482","1680592_C",42,184,4734,0.0388677651035065,"1680592_C"
"2120","AU18_0482","1147954_C",44,228,4734,0.0481622306717364,"1147954_C"
"2121","AU18_0482","1611788_C",88,316,4734,0.066751161808196,"1611788_C"
"2122","AU18_0482","1645568_C",89,405,4734,0.0855513307984791,"1645568_C"
"2123","AU18_0482","C22ah",159,564,4734,0.1191381495564,"C22ah"
"2124","AU18_0482","C3",578,1142,4734,0.241233629066329,"C3"
"2125","AU18_0482","C22ad",1302,2444,4734,0.516265314744402,"C22ad"
"2126","AU18_0482","C22",2290,4734,4734,1,"C22"
"2127","AU18_0100","1670084_C",26,26,5983,0.00434564599699148,"1670084_C"
"2128","AU18_0100","37253_C",36,62,5983,0.0103626943005181,"37253_C"
"2129","AU18_0100","2786619_C",38,100,5983,0.0167140230653518,"2786619_C"
"2130","AU18_0100","1622915_C",39,139,5983,0.023232492060839,"1622915_C"
"2131","AU18_0100","1630543_C",61,200,5983,0.0334280461307037,"1630543_C"
"2132","AU18_0100","1147954_C",75,275,5983,0.0459635634297175,"1147954_C"
"2133","AU18_0100","1148411_C",82,357,5983,0.059669062343306,"1148411_C"
"2134","AU18_0100","1611788_C",96,453,5983,0.0757145244860438,"1611788_C"
"2135","AU18_0100","1645568_C",96,549,5983,0.0917599866287815,"1645568_C"
"2136","AU18_0100","C22ah",214,763,5983,0.127527995988634,"C22ah"
"2137","AU18_0100","C3",638,1401,5983,0.234163463145579,"C3"
"2138","AU18_0100","C22ad",1686,3087,5983,0.515961892027411,"C22ad"
"2139","AU18_0100","C22",2896,5983,5983,1,"C22"
"2140","AU18_0588","1611789_C",32,32,7644,0.00418628990057562,"1611789_C"
"2141","AU18_0588","2885742_C",39,71,7644,0.00928833071690215,"2885742_C"
"2142","AU18_0588","1626916_C",42,113,7644,0.0147828362114076,"1626916_C"
"2143","AU18_0588","2174376_C",44,157,7644,0.0205389848246991,"2174376_C"
"2144","AU18_0588","37253_C",54,211,7644,0.0276033490319205,"37253_C"
"2145","AU18_0588","1626350_C",61,272,7644,0.0355834641548927,"1626350_C"
"2146","AU18_0588","1692949_C",64,336,7644,0.043956043956044,"1692949_C"
"2147","AU18_0588","C21",67,403,7644,0.0527210884353742,"C21"
"2148","AU18_0588","1148411_C",72,475,7644,0.0621402407116693,"1148411_C"
"2149","AU18_0588","1147954_C",114,589,7644,0.0770538984824699,"1147954_C"
"2150","AU18_0588","1611788_C",126,715,7644,0.0935374149659864,"1611788_C"
"2151","AU18_0588","1645568_C",206,921,7644,0.120486656200942,"1645568_C"
"2152","AU18_0588","C22ah",389,1310,7644,0.171376242804814,"C22ah"
"2153","AU18_0588","C3",1035,2345,7644,0.306776556776557,"C3"
"2154","AU18_0588","C22ad",1845,4190,7644,0.54814233385662,"C22ad"
"2155","AU18_0588","C22",3454,7644,7644,1,"C22"
"2156","AU18_0963","G3a",5,5,4984,0.00100321027287319,"G3a"
"2157","AU18_0963","1645568_C",25,30,4984,0.00601926163723917,"1645568_C"
"2158","AU18_0963","1147954_C",26,56,4984,0.0112359550561798,"1147954_C"
"2159","AU18_0963","1626916_C",28,84,4984,0.0168539325842697,"1626916_C"
"2160","AU18_0963","37253_C",34,118,4984,0.0236757624398074,"37253_C"
"2161","AU18_0963","2174376_C",42,160,4984,0.0321027287319422,"2174376_C"
"2162","AU18_0963","C1",44,204,4984,0.0409309791332263,"C1"
"2163","AU18_0963","C21",46,250,4984,0.0501605136436597,"C21"
"2164","AU18_0963","1611788_C",55,305,4984,0.0611958266452649,"1611788_C"
"2165","AU18_0963","C22ah",176,481,4984,0.0965088282504013,"C22ah"
"2166","AU18_0963","C3",761,1242,4984,0.249197431781701,"C3"
"2167","AU18_0963","C22ad",1386,2628,4984,0.527287319422151,"C22ad"
"2168","AU18_0963","C22",2356,4984,4984,1,"C22"
"2169","AU18_0589","1612485_C",25,25,5519,0.00452980612429788,"1612485_C"
"2170","AU18_0589","1611789_C",25,50,5519,0.00905961224859576,"1611789_C"
"2171","AU18_0589","2174376_C",30,80,5519,0.0144953795977532,"2174376_C"
"2172","AU18_0589","1626916_C",35,115,5519,0.0208371081717702,"1626916_C"
"2173","AU18_0589","1148411_C",40,155,5519,0.0280847979706469,"1148411_C"
"2174","AU18_0589","37253_C",45,200,5519,0.036238448994383,"37253_C"
"2175","AU18_0589","1147954_C",53,253,5519,0.0458416379778945,"1147954_C"
"2176","AU18_0589","C1",55,308,5519,0.0558072114513499,"C1"
"2177","AU18_0589","1611788_C",102,410,5519,0.0742888204384852,"1611788_C"
"2178","AU18_0589","1645568_C",103,513,5519,0.0929516216705925,"1645568_C"
"2179","AU18_0589","C22ah",226,739,5519,0.133901069034245,"C22ah"
"2180","AU18_0589","C3",839,1578,5519,0.285921362565682,"C3"
"2181","AU18_0589","C22ad",1336,2914,5519,0.527994201848161,"C22ad"
"2182","AU18_0589","C22",2605,5519,5519,1,"C22"
"2183","AU18_0599","2885761_D",11,11,6047,0.00181908384322805,"2885761_D"
"2184","AU18_0599","1351_C",14,25,6047,0.00413428146188193,"1351_C"
"2185","AU18_0599","D17c",14,39,6047,0.0064494790805358,"D17c"
"2186","AU18_0599","2174376_C",15,54,6047,0.00893004795766496,"2174376_C"
"2187","AU18_0599","1611789_C",15,69,6047,0.0114106168347941,"1611789_C"
"2188","AU18_0599","21025_C",16,85,6047,0.0140565569703985,"21025_C"
"2189","AU18_0599","D2a",16,101,6047,0.016702497106003,"D2a"
"2190","AU18_0599","D2j",17,118,6047,0.0195138085000827,"D2j"
"2191","AU18_0599","1148411_C",21,139,6047,0.0229866049280635,"1148411_C"
"2192","AU18_0599","1630543_C",21,160,6047,0.0264594013560443,"1630543_C"
"2193","AU18_0599","10616_D",21,181,6047,0.0299321977840251,"10616_D"
"2194","AU18_0599","13356_D",24,205,6047,0.0339011079874318,"13356_D"
"2195","AU18_0599","1662001_C",25,230,6047,0.0380353894493137,"1662001_C"
"2196","AU18_0599","37253_C",27,257,6047,0.0425004134281462,"37253_C"
"2197","AU18_0599","D4",27,284,6047,0.0469654374069787,"D4"
"2198","AU18_0599","C21",30,314,6047,0.051926575161237,"C21"
"2199","AU18_0599","D17e",31,345,6047,0.0570530841739706,"D17e"
"2200","AU18_0599","C1",33,378,6047,0.0625103357036547,"C1"
"2201","AU18_0599","1147954_C",35,413,6047,0.0682983297502894,"1147954_C"
"2202","AU18_0599","460098_D",35,448,6047,0.0740863237969241,"460098_D"
"2203","AU18_0599","D17d",45,493,6047,0.0815280304283116,"D17d"
"2204","AU18_0599","1611788_C",46,539,6047,0.0891351083181743,"1611788_C"
"2205","AU18_0599","222919_D",46,585,6047,0.096742186208037,"222919_D"
