"","sample.ID","seq.ID","abundance"
"1602","AU18_0744","2885743_D",16
"1603","AU18_0744","D17j",13
"1604","AU18_0744","D17c",9
"1605","AU18_0744","53111_D",14
"1606","AU18_0744","D17l",12
"1607","AU18_0744","D1u",11
"1608","AU18_0468","C22",7
"1609","AU18_0468","C22ad",6
"1610","AU18_0468","C1",208
"1611","AU18_0468","C50b",5
"1612","AU18_0468","C1b",9
"1613","AU18_0468","C1c",23
"1614","AU18_0468","C8",6
"1615","AU18_0468","C72k",7
"1616","AU18_0468","C54l",4
"1617","AU18_0468","C1cb",4
"1618","AU18_0468","C1am",10
"1619","AU18_0468","C1ao",6
"1620","AU18_0468","C1an",5
"1621","AU18_0468","D1",4121
"1622","AU18_0468","D6",622
"1623","AU18_0468","D4",260
"1624","AU18_0468","D1d",929
"1625","AU18_0468","D6c",39
"1626","AU18_0468","D2.2",43
"1627","AU18_0468","D10",131
"1628","AU18_0468","D4ae",62
"1629","AU18_0468","D6g",62
"1630","AU18_0468","772549_D",60
"1631","AU18_0248","C22",207
"1632","AU18_0248","C22ad",1041
"1633","AU18_0248","C3",111
"1634","AU18_0248","37253_C",11
"1635","AU18_0248","1646063_C",541
"1636","AU18_0248","1630543_C",15
"1637","AU18_0248","1630588_C",33
"1638","AU18_0248","1670426_C",15
"1639","AU18_0248","2282565_C",49
"1640","AU18_0248","2282558_C",17
"1641","AU18_0248","2623441_C",34
"1642","AU18_0248","2885744_C",30
"1643","AU18_0248","2282571_C",29
"1644","AU18_0248","2885745_C",27
"1645","AU18_0248","2885746_C",23
"1646","AU18_0248","1670755_C",16
"1647","AU18_0248","2885747_C",14
"1648","AU18_0248","C1go",12
"1649","AU18_0248","D1",5349
"1650","AU18_0248","D6",1036
"1651","AU18_0248","D4",575
"1652","AU18_0248","D1d",468
"1653","AU18_0248","D6c",168
"1654","AU18_0248","D10",155
"1655","AU18_0248","25757_D",366
"1656","AU18_0248","D4ae",156
"1657","AU18_0248","D17d",82
"1658","AU18_0248","172931_D",131
"1659","AU18_0248","1673_D",113
"1660","AU18_0248","D6g",74
"1661","AU18_0248","25566_D",55
"1662","AU18_0248","1677_D",70
"1663","AU18_0248","132798_D",43
"1664","AU18_0248","D1b",70
"1665","AU18_1122","C1",716
"1666","AU18_1122","C1n",1811
"1667","AU18_1122","C1b",17
"1668","AU18_1122","C3co",314
"1669","AU18_1122","90777_C",53
"1670","AU18_1122","2853_C",34
"1671","AU18_1122","123623_C",32
"1672","AU18_1122","92898_C",40
"1673","AU18_1122","2885739_C",38
"1674","AU18_1122","57565_C",44
"1675","AU18_1122","1163651_C",27
"1676","AU18_1122","57566_C",21
"1677","AU18_1122","2885803_C",13
"1678","AU18_1122","D1",2757
"1679","AU18_1122","D6",898
"1680","AU18_1122","D4",647
"1681","AU18_1122","D1d",107
"1682","AU18_1122","D6c",194
"1683","AU18_1122","D2.2",53
"1684","AU18_1122","D10",187
"1685","AU18_1122","D4ae",140
"1686","AU18_1122","D17d",27
"1687","AU18_1122","D1af",115
"1688","AU18_1122","D17e",23
"1689","AU18_1122","32528_D",107
"1690","AU18_1122","D2a",91
"1691","AU18_1122","2885791_D",40
"1692","AU18_1122","11027_D",38
"1693","AU18_1122","2885802_D",32
"1694","AU18_1122","2885801_D",46
"1695","AU18_1122","181666_D",27
"1696","AU18_1125","C22",1637
"1697","AU18_1125","C22ad",738
"1698","AU18_1125","C1",71
"1699","AU18_1125","C3",455
"1700","AU18_1125","C22ah",138
"1701","AU18_1125","1611788_C",56
"1702","AU18_1125","1645568_C",47
"1703","AU18_1125","1147954_C",30
"1704","AU18_1125","1148411_C",30
"1705","AU18_1125","37253_C",28
"1706","AU18_1125","1630543_C",22
"1707","AU18_1125","2174376_C",15
"1708","AU18_1125","1670084_C",14
"1709","AU18_1125","1626350_C",24
"1710","AU18_1125","21025_C",18
"1711","AU18_1125","2282560_C",20
"1712","AU18_1125","2282565_C",30
"1713","AU18_1125","2282558_C",31
"1714","AU18_1125","1653201_C",18
"1715","AU18_1125","1658901_C",28
"1716","AU18_1125","D1",2114
"1717","AU18_1125","D6",498
"1718","AU18_1125","D4",446
"1719","AU18_1125","D1d",103
"1720","AU18_1125","D6c",72
"1721","AU18_1125","D10",117
"1722","AU18_1125","D4ae",53
"1723","AU18_1125","D17d",31
"1724","AU18_1125","D1af",69
"1725","AU18_1125","D17e",27
"1726","AU18_1125","D1r",26
"1727","AU18_1125","2885791_D",25
"1728","AU18_1125","D17al",34
"1729","AU18_1125","11027_D",23
"1730","AU18_1125","1242406_D",20
"1731","AU18_1041","C22",944
"1732","AU18_1041","C22ad",598
"1733","AU18_1041","C3",283
"1734","AU18_1041","C22ah",69
"1735","AU18_1041","1611788_C",35
"1736","AU18_1041","1645568_C",31
"1737","AU18_1041","1147954_C",28
"1738","AU18_1041","C8",21
"1739","AU18_1041","1148411_C",21
"1740","AU18_1041","37253_C",16
"1741","AU18_1041","1630543_C",13
"1742","AU18_1041","C78c",13
"1743","AU18_1041","1626916_C",24
"1744","AU18_1041","2174376_C",14
"1745","AU18_1041","1626350_C",18
"1746","AU18_1041","1662001_C",23
"1747","AU18_1041","2282560_C",24
"1748","AU18_1041","1675094_C",11
"1749","AU18_1041","D1",1468
"1750","AU18_1041","D6",218
"1751","AU18_1041","D4",221
"1752","AU18_1041","D1d",119
"1753","AU18_1041","D6c",47
"1754","AU18_1041","D10",51
"1755","AU18_1041","D4ae",27
"1756","AU18_1041","D17d",22
"1757","AU18_1041","D1af",55
"1758","AU18_1041","D17e",18
"1759","AU18_1041","32528_D",37
"1760","AU18_1041","D6g",12
"1761","AU18_1041","D1r",12
"1762","AU18_1041","D17c",12
"1763","AU18_1041","23615_D",31
"1764","AU18_1041","2885802_D",10
"1765","AU18_1041","1242406_D",13
"1766","AU18_1041","28248_D",12
"1767","AU18_1041","104830_D",12
"1768","AU18_1041","7279_D",11
"1769","AU18_1041","10626_D",11
"1770","AU18_1041","102838_D",10
"1771","AU18_1143","C1",1508
"1772","AU18_1143","C1n",3823
"1773","AU18_1143","C1b",49
"1774","AU18_1143","C3co",701
"1775","AU18_1143","90777_C",139
"1776","AU18_1143","2853_C",97
"1777","AU18_1143","123623_C",110
"1778","AU18_1143","92898_C",39
"1779","AU18_1143","2885739_C",67
"1780","AU18_1143","2885738_C",71
"1781","AU18_0962","C1",1826
"1782","AU18_0962","C1n",3577
"1783","AU18_0962","C1b",67
"1784","AU18_0962","C3co",945
"1785","AU18_0962","90777_C",159
"1786","AU18_0962","2853_C",126
"1787","AU18_0962","123623_C",122
"1788","AU18_0962","92898_C",86
"1789","AU18_0962","2885739_C",58
"1790","AU18_0962","2885738_C",34
"1791","AU18_0962","C3da",39
"1792","AU18_0962","2885756_C",34
"1793","AU18_1058","C1",1726
"1794","AU18_1058","C1n",3551
"1795","AU18_1058","C1b",80
"1796","AU18_1058","C3co",847
"1797","AU18_1058","90777_C",160
"1798","AU18_1058","2853_C",108
"1799","AU18_1058","123623_C",93
"1800","AU18_1058","92898_C",102
"1801","AU18_1058","2885739_C",66
"1802","AU18_1058","2885738_C",68
"1803","AU18_1058","C3da",28
"1804","AU18_1058","C1hq",48
"1805","AU18_1058","2850_C",29
"1806","AU18_1078","C1",2105
"1807","AU18_1078","C1n",4658
"1808","AU18_1078","C1b",71
"1809","AU18_1078","C3co",949
"1810","AU18_1078","90777_C",214
"1811","AU18_1078","2853_C",153
"1812","AU18_1078","123623_C",134
"1813","AU18_1078","92898_C",91
"1814","AU18_1078","2885739_C",91
"1815","AU18_1078","2885738_C",107
"1816","AU18_1078","C3da",35
"1817","AU18_1078","C1hq",48
"1818","AU18_1078","2850_C",36
"1819","AU18_1078","D1",12
"1820","AU18_0966","C1",3773
"1821","AU18_0966","C3",80
"1822","AU18_0966","C42.2",303
"1823","AU18_0966","C1b",500
"1824","AU18_0966","C1c",506
"1825","AU18_0966","C72k",81
"1826","AU18_0966","C1w",32
"1827","AU18_0966","C1al",76
"1828","AU18_0966","C3ju",60
"1829","AU18_0966","C1br",112
"1830","AU18_0966","C1cv",131
"1831","AU18_0966","C1bh",91
"1832","AU18_0966","C1cb",95
"1833","AU18_0966","21507_C",26
"1834","AU18_0966","25715_C",35
"1835","AU18_0483","C1",6466
"1836","AU18_0483","C3",149
"1837","AU18_0483","C42.2",207
"1838","AU18_0483","C1b",512
"1839","AU18_0483","C1c",539
"1840","AU18_0483","C72k",164
"1841","AU18_0483","C1w",123
"1842","AU18_0483","C1al",83
"1843","AU18_0483","C1jx",69
"1844","AU18_0483","C3ju",113
"1845","AU18_0483","C1br",79
"1846","AU18_0483","C1cv",100
"1847","AU18_0483","C1bh",52
"1848","AU18_0483","C1cb",72
"1849","AU18_0483","C1ge",58
"1850","AU18_1026","C1",3954
"1851","AU18_1026","C3",93
"1852","AU18_1026","C42.2",168
"1853","AU18_1026","C1b",345
"1854","AU18_1026","C1c",470
"1855","AU18_1026","C72k",101
"1856","AU18_1026","C1w",95
"1857","AU18_1026","C1al",91
"1858","AU18_1026","C1jx",36
"1859","AU18_1026","C3ju",45
"1860","AU18_1026","C1br",63
"1861","AU18_1026","C1cv",71
"1862","AU18_1026","C1bh",35
"1863","AU18_1026","C1cb",47
"1864","AU18_1026","C3ew",33
"1865","AU18_0700","C22",124
"1866","AU18_0700","C22ad",90
"1867","AU18_0700","C1",5057
"1868","AU18_0700","C3",229
"1869","AU18_0700","C42.2",122
"1870","AU18_0700","C1b",259
"1871","AU18_0700","C1c",662
"1872","AU18_0700","C22ai",69
"1873","AU18_0700","C72k",117
"1874","AU18_0700","C1w",52
"1875","AU18_0700","C1al",97
"1876","AU18_0700","C1jx",34
"1877","AU18_0700","C3ju",80
"1878","AU18_0700","C1br",51
"1879","AU18_0700","C1cv",52
"1880","AU18_0700","C1bh",31
"1881","AU18_0700","C1cb",44
"1882","AU18_0700","C1ge",55
"1883","AU18_0474","C1",2947
"1884","AU18_0474","C3",322
"1885","AU18_0474","C42.2",126
"1886","AU18_0474","C50b",314
"1887","AU18_0474","C1b",290
"1888","AU18_0474","C1c",531
"1889","AU18_0474","C3bm",102
"1890","AU18_0474","C50f",45
"1891","AU18_0474","C50cg",117
"1892","AU18_0474","C72k",76
"1893","AU18_0474","C1w",38
"1894","AU18_0474","C1al",101
"1895","AU18_0474","22134_C",60
"1896","AU18_0474","C3ju",54
"1897","AU18_0474","C1br",55
"1898","AU18_0474","C1cv",42
"1899","AU18_0474","C1bh",54
"1900","AU18_0474","C1cb",68
"1901","AU18_0474","C3.2",25
"1902","AU18_0474","21507_C",50
"1903","AU18_0474","C1gq",29
"1904","AU18_0065","C3",656
"1905","AU18_0065","C21",74
"1906","AU18_0065","2778029_C",56
"1907","AU18_0065","C3an",38
"1908","AU18_0065","2426_C",44
"1909","AU18_0065","1398203_C",25
"1910","AU18_0065","40627_C",43
"1911","AU18_0065","C39ab",14
"1912","AU18_0065","333087_C",5
"1913","AU18_0065","103346_C",6
"1914","AU18_0065","2595310_C",14
"1915","AU18_0065","2885773_C",8
"1916","AU18_0065","C3ed",7
"1917","AU18_0065","1428436_C",14
"1918","AU18_0065","2885774_C",6
"1919","AU18_0065","2885777_C",4
"1920","AU18_0065","2885772_C",11
"1921","AU18_0065","C3ub",5
"1922","AU18_0065","C3tv",8
"1923","AU18_0065","2885778_C",4
"1924","AU18_0065","2885776_C",4
"1925","AU18_0065","2885775_C",4
"1926","AU18_0288","C3",4980
"1927","AU18_0288","C21",201
"1928","AU18_0288","2778029_C",383
"1929","AU18_0288","C3an",183
"1930","AU18_0288","2426_C",179
"1931","AU18_0288","1398203_C",167
"1932","AU18_0288","40627_C",157
"1933","AU18_0288","C39ab",46
"1934","AU18_0288","333087_C",80
"1935","AU18_0288","103346_C",33
"1936","AU18_0288","2595310_C",88
"1937","AU18_0288","C3ed",54
"1938","AU18_0288","54364_C",97
"1939","AU18_0288","C6a",88
"1940","AU18_0288","24192_C",80
"1941","AU18_0288","9945_C",85
"1942","AU18_0288","6379_C",68
"1943","AU18_0288","4063_C",89
"1944","AU18_0288","42222_C",82
"1945","AU18_0288","75670_C",78
"1946","AU18_0288","66904_C",43
"1947","AU18_0288","2885799_C",68
"1948","AU18_0288","21810_C",61
"1949","AU18_0288","2091_C",52
"1950","AU18_0288","918687_C",43
"1951","AU18_0063","C3",3221
"1952","AU18_0063","C21",342
"1953","AU18_0063","C3ih",43
"1954","AU18_0063","2778029_C",262
"1955","AU18_0063","C3an",79
"1956","AU18_0063","2426_C",86
"1957","AU18_0063","1398203_C",129
"1958","AU18_0063","40627_C",175
"1959","AU18_0063","333087_C",40
"1960","AU18_0063","2595310_C",86
"1961","AU18_0063","23580_C",65
"1962","AU18_0063","54400_C",113
"1963","AU18_0063","2885773_C",61
"1964","AU18_0063","C3ed",29
"1965","AU18_0063","1428436_C",29
"1966","AU18_0063","39266_C",41
"1967","AU18_0063","2885774_C",31
"1968","AU18_0063","C3dw",59
"1969","AU18_0063","C6a",43
"1970","AU18_0063","C3ag",61
"1971","AU18_0063","2885777_C",38
"1972","AU18_0063","13723_C",54
"1973","AU18_0063","C3ab",47
"1974","AU18_0063","C3ub",21
"1975","AU18_0063","2885797_C",33
"1976","AU18_0063","100944_C",24
"1977","AU18_0063","1401978_C",22
"1978","AU18_0113","C22",7
"1979","AU18_0113","C22ad",5
"1980","AU18_0113","C1",24
"1981","AU18_0113","C3",532
"1982","AU18_0113","C21",30
"1983","AU18_0113","2778029_C",103
"1984","AU18_0113","C3an",58
"1985","AU18_0113","1398203_C",18
"1986","AU18_0113","24569_C",70
"1987","AU18_0113","C39ab",32
"1988","AU18_0113","333087_C",39
"1989","AU18_0113","2780845_C",66
"1990","AU18_0113","94627_C",51
"1991","AU18_0113","103346_C",21
"1992","AU18_0113","2885768_C",21
"1993","AU18_0113","42703_C",33
"1994","AU18_0113","C42e",4
"1995","AU18_0113","C3ed",5
"1996","AU18_0113","2885769_C",9
"1997","AU18_0113","C115d",11
"1998","AU18_0162","C1",1907
"1999","AU18_0162","C3",192
"2000","AU18_0162","C1nu",4310
"2001","AU18_0162","C1nt",3946
"2002","AU18_0162","C1ns",3469
"2003","AU18_0162","C3ih",187
"2004","AU18_0162","14636_C",818
"2005","AU18_0162","1055322_C",595
"2006","AU18_0162","C3hi",81
"2007","AU18_0162","262320_C",249
"2008","AU18_0162","2885788_C",169
"2009","AU18_0162","1612135_C",114
"2010","AU18_0162","1669691_C",67
"2011","AU18_0162","2885804_C",72
"2012","AU18_0170","C1",454
"2013","AU18_0170","C1nu",850
"2014","AU18_0170","C1nt",862
"2015","AU18_0170","C1ns",649
"2016","AU18_0170","C3ih",121
"2017","AU18_0170","14636_C",96
"2018","AU18_0170","2885732_C",112
"2019","AU18_0170","1055322_C",35
"2020","AU18_0170","2885733_C",14
"2021","AU18_0170","2885735_C",26
"2022","AU18_0170","262320_C",26
"2023","AU18_0170","2885736_C",29
"2024","AU18_0170","2885788_C",13
"2025","AU18_0170","1612135_C",13
"2026","AU18_0170","1669691_C",16
"2027","AU18_0170","2885787_C",23
"2028","AU18_0170","C3t",14
"2029","AU18_0170","2885789_C",13
"2030","AU18_0163","C1",453
"2031","AU18_0163","C3",640
"2032","AU18_0163","C1nu",752
"2033","AU18_0163","C1nt",728
"2034","AU18_0163","C1ns",638
"2035","AU18_0163","C3ih",74
"2036","AU18_0163","2778029_C",73
"2037","AU18_0163","C3an",53
"2038","AU18_0163","24569_C",75
"2039","AU18_0163","C39ab",25
"2040","AU18_0163","333087_C",54
"2041","AU18_0163","2780845_C",63
"2042","AU18_0163","94627_C",39
"2043","AU18_0163","14636_C",73
"2044","AU18_0163","2885732_C",78
"2045","AU18_0163","103346_C",19
"2046","AU18_0163","1055322_C",37
"2047","AU18_0163","C3hi",157
"2048","AU18_0163","2885733_C",36
"2049","AU18_0163","2885735_C",43
"2050","AU18_0163","262320_C",23
"2051","AU18_0163","C1cu",28
"2052","AU18_0163","2885736_C",34
"2053","AU18_0163","C3dw",26
"2054","AU18_0163","1114496_C",94
"2055","AU18_0163","2885734_C",29
"2056","AU18_0163","2885757_C",67
"2057","AU18_0163","965969_C",48
"2058","AU18_0163","2885758_C",33
"2059","AU18_0163","1314109_C",31
"2060","AU18_0163","948418_C",27
"2061","AU18_0163","1962377_C",25
"2062","AU18_0163","135129_C",23
"2063","AU18_0163","2885759_C",22
"2064","AU18_0319","C22",1713
"2065","AU18_0319","C22ad",4463
"2066","AU18_0319","C3",636
"2067","AU18_0319","1148411_C",50
"2068","AU18_0319","37253_C",122
"2069","AU18_0319","1646070_C",191
"2070","AU18_0319","1670426_C",33
"2071","AU18_0319","1670723_C",139
"2072","AU18_0319","1638047_C",37
"2073","AU18_0319","D1",26
"2074","AU18_0319","D6",27
"2075","AU18_0319","D4",6
"2076","AU18_0319","D1ej",20
"2077","AU18_0319","D17d",4
"2078","AU18_0319","D17e",4
"2079","AU18_0319","D17c",4
"2080","AU18_0319","2184426_D",12
"2081","AU18_0319","D1ja",9
"2082","AU18_0319","909_D",8
"2083","AU18_0319","214657_D",6
"2084","AU18_0319","145593_D",6
"2085","AU18_0319","764365_D",5
"2086","AU18_0319","2885785_D",4
"2087","AU18_0319","2885784_D",4
"2088","AU18_0747","C22",3027
"2089","AU18_0747","C22ad",2905
"2090","AU18_0747","C3",464
"2091","AU18_0747","37253_C",60
"2092","AU18_0747","1680592_C",76
"2093","AU18_0747","1646070_C",159
"2094","AU18_0747","2785985_C",459
"2095","AU18_0747","2784604_C",259
"2096","AU18_0747","1670629_C",117
"2097","AU18_0747","1669316_C",164
"2098","AU18_0747","1630842_C",57
"2099","AU18_0747","2885771_C",53
"2100","AU18_0747","D1",168
"2101","AU18_0747","D6",103
"2102","AU18_0747","D4",89
"2103","AU18_0747","D1ej",22
"2104","AU18_0747","D2.2",13
"2105","AU18_0747","D4k",25
"2106","AU18_0747","D17d",13
"2107","AU18_0747","D2",11
"2108","AU18_0747","D1id",8
"2109","AU18_0747","7488_D",7
"2110","AU18_0747","D17e",12
"2111","AU18_0747","2175598_D",8
"2112","AU18_0747","2885743_D",4
"2113","AU18_0747","D17j",9
"2114","AU18_0747","D17c",5
"2115","AU18_0747","D17al",8
"2116","AU18_0747","D17l",8
"2117","AU18_0747","10616_D",5
"2118","AU18_0747","40982_D",4
"2119","AU18_0220","D1",1608
"2120","AU18_0220","D6",410
"2121","AU18_0220","D4",196
"2122","AU18_0220","D1d",171
"2123","AU18_0220","D6c",57
"2124","AU18_0220","172931_D",28
"2125","AU18_0220","1673_D",29
"2126","AU18_0220","D6g",30
"2127","AU18_0220","25566_D",17
"2128","AU18_0220","1677_D",37
"2129","AU18_0220","132798_D",22
"2130","AU18_0220","D1dm",15
"2131","AU18_1121","C22",967
"2132","AU18_1121","C22ad",475
"2133","AU18_1121","C1",20
"2134","AU18_1121","C3",459
"2135","AU18_1121","C22ah",73
"2136","AU18_1121","C1n",9
"2137","AU18_1121","1147954_C",9
"2138","AU18_1121","1148411_C",21
"2139","AU18_1121","37253_C",23
"2140","AU18_1121","C21",43
"2141","AU18_1121","1645678_C",23
"2142","AU18_1121","21025_C",12
"2143","AU18_1121","2282560_C",15
"2144","AU18_1121","2282565_C",25
"2145","AU18_1121","2282558_C",13
"2146","AU18_1121","C3cl",26
"2147","AU18_1121","2282561_C",14
"2148","AU18_1121","1645825_C",18
"2149","AU18_1121","2043_C",12
"2150","AU18_1121","D1",2319
"2151","AU18_1121","D6",428
"2152","AU18_1121","D4",347
"2153","AU18_1121","D1d",159
"2154","AU18_1121","D6c",50
"2155","AU18_1121","D4ae",40
"2156","AU18_1121","D17d",33
"2157","AU18_1121","D1af",57
"2158","AU18_1121","D17e",25
"2159","AU18_1121","32528_D",77
"2160","AU18_1121","D2a",20
"2161","AU18_1121","2885791_D",29
"2162","AU18_1121","D1dm",17
"2163","AU18_1121","1170996_D",16
"2164","AU18_1121","6624_D",16
"2165","AU18_1121","D1ih",16
"2166","AU18_0965","C1",564
"2167","AU18_0965","C3",373
"2168","AU18_0965","C50b",2277
"2169","AU18_0965","C1b",57
"2170","AU18_0965","C1c",339
"2171","AU18_0965","C3bm",440
"2172","AU18_0965","C50f",272
"2173","AU18_0965","C50cg",514
"2174","AU18_0965","22134_C",84
"2175","AU18_0965","1073761_C",170
"2176","AU18_0965","20946_C",27
"2177","AU18_0965","1062929_C",24
"2178","AU18_0586","C1",307
"2179","AU18_0586","C3",283
"2180","AU18_0586","C50b",458
"2181","AU18_0586","C1b",27
"2182","AU18_0586","C1c",182
"2183","AU18_0586","C3bm",221
"2184","AU18_0586","C50f",167
"2185","AU18_0586","C50cg",197
"2186","AU18_0586","C72k",14
"2187","AU18_0586","22134_C",71
"2188","AU18_0586","C3.2",9
"2189","AU18_0586","C50a",13
"2190","AU18_0586","C50t",16
"2191","AU18_0586","47056_C",18
"2192","AU18_0472","C1",635
"2193","AU18_0472","C3",613
"2194","AU18_0472","C42.2",49
"2195","AU18_0472","C50b",1891
"2196","AU18_0472","C1b",83
"2197","AU18_0472","C1c",387
"2198","AU18_0472","C21",34
"2199","AU18_0472","C3bm",463
"2200","AU18_0472","C50f",353
"2201","AU18_0472","C50cg",408
"2202","AU18_0472","22134_C",120
"2203","AU18_0472","C1br",25
"2204","AU18_0472","C1bh",23
"2205","AU18_0472","C3.2",44
"2206","AU18_0472","C50v",45
"2207","AU18_0472","C50t",28
"2208","AU18_0472","C50aq",30
"2209","AU18_0472","C50ar",28
"2210","AU18_0463","C1",1319
"2211","AU18_0463","C3",707
"2212","AU18_0463","C42.2",361
"2213","AU18_0463","C50b",1606
"2214","AU18_0463","C1b",552
"2215","AU18_0463","C1c",477
"2216","AU18_0463","C3bm",529
"2217","AU18_0463","C50f",259
"2218","AU18_0463","C50cg",449
"2219","AU18_0463","C1al",52
"2220","AU18_0463","22134_C",233
"2221","AU18_0463","C1br",172
"2222","AU18_0463","C1cv",79
"2223","AU18_0463","C1bh",175
"2224","AU18_0463","C1cb",132
"2225","AU18_0463","C3.2",185
"2226","AU18_0463","C3.12",63
"2227","AU18_0463","C1gq",109
"2228","AU18_0463","C50v",44
"2229","AU18_0463","C42ay",66
"2230","AU18_0463","3289_C",43
"2231","AU18_0463","21067_C",43
"2232","AU18_0463","22284_C",41
"2233","AU18_0463","22281_C",34
"2234","AU18_0463","22136_C",34
"2235","AU18_0281","C22",1120
"2236","AU18_0281","C22ad",619
"2237","AU18_0281","C1",227
"2238","AU18_0281","C3",353
"2239","AU18_0281","C22ah",87
"2240","AU18_0281","C42.2",99
"2241","AU18_0281","C3xe",38
"2242","AU18_0281","C3xf",85
"2243","AU18_0281","C1b",24
"2244","AU18_0281","1147954_C",14
"2245","AU18_0281","1148411_C",15
"2246","AU18_0281","37253_C",55
"2247","AU18_0281","C22ai",54
"2248","AU18_0281","C1ab",19
"2249","AU18_0281","C1by",27
"2250","AU18_0281","107479_C",74
"2251","AU18_0281","2174376_C",12
"2252","AU18_0281","1622915_C",21
"2253","AU18_0281","C3od",19
"2254","AU18_0281","1648847_C",31
"2255","AU18_0281","1670629_C",21
"2256","AU18_0281","1618671_C",25
"2257","AU18_0281","103687_C",12
"2258","AU18_0281","1634089_C",16
"2259","AU18_0281","C1id",15
"2260","AU18_0281","2885798_C",14
"2261","AU18_0632","C22",270
"2262","AU18_0632","C22ad",119
"2263","AU18_0632","C1",1135
"2264","AU18_0632","C3",590
"2265","AU18_0632","C42.2",72
"2266","AU18_0632","C1b",84
"2267","AU18_0632","C1c",58
"2268","AU18_0632","37253_C",28
"2269","AU18_0632","C22ai",54
"2270","AU18_0632","C3n",949
"2271","AU18_0632","C72k",27
"2272","AU18_0632","C1br",30
"2273","AU18_0632","C1cv",30
"2274","AU18_0632","C1bh",18
"2275","AU18_0632","C3be",240
"2276","AU18_0632","C3.2",34
"2277","AU18_0632","C3vb",173
"2278","AU18_0632","1714311_C",91
"2279","AU18_0632","C3bf",86
"2280","AU18_0632","25889_C",59
"2281","AU18_0632","C3si",31
"2282","AU18_0632","C3sk",26
"2283","AU18_0632","2885770_C",19
"2284","AU18_0632","65155_C",4
"2285","AU18_1034","C1",4284
"2286","AU18_1034","C3",76
"2287","AU18_1034","C42.2",34
"2288","AU18_1034","C1b",163
"2289","AU18_1034","C1c",419
"2290","AU18_1034","C72k",143
"2291","AU18_1034","C1w",88
"2292","AU18_1034","C1al",74
"2293","AU18_1034","C1jx",54
"2294","AU18_1034","C3ju",88
"2295","AU18_1034","C1cu",37
"2296","AU18_1034","C3ew",34
"2297","AU18_1034","C3sa",35
"2298","AU18_0970","C1",5833
"2299","AU18_0970","C3",101
"2300","AU18_0970","C42.2",88
"2301","AU18_0970","C1b",282
"2302","AU18_0970","C1c",829
"2303","AU18_0970","C72k",156
"2304","AU18_0970","C1w",76
"2305","AU18_0970","C1al",121
"2306","AU18_0970","C1jx",65
"2307","AU18_0970","C3ju",93
"2308","AU18_0970","C1cv",47
"2309","AU18_0970","21507_C",52
"2310","AU18_0970","C1cu",53
"2311","AU18_0970","C1ge",46
"2312","AU18_0970","281_C",41
"2313","AU18_0469","C22",377
"2314","AU18_0469","C22ad",121
"2315","AU18_0469","C3",795
"2316","AU18_0469","C50b",2441
"2317","AU18_0469","37253_C",30
"2318","AU18_0469","C3bm",706
"2319","AU18_0469","C50f",521
"2320","AU18_0469","1680592_C",196
"2321","AU18_0469","1645787_C",464
"2322","AU18_0469","1646070_C",70
"2323","AU18_0469","1626827_C",156
"2324","AU18_0469","1698762_C",125
"2325","AU18_0469","1645716_C",55
"2326","AU18_0469","1708730_C",63
"2327","AU18_0469","C50a",46
"2328","AU18_0469","266584_C",46
"2329","AU18_0469","268040_C",28
"2330","AU18_0469","C3wf",26
"2331","AU18_0470","C22",753
"2332","AU18_0470","C22ad",319
"2333","AU18_0470","C3",690
"2334","AU18_0470","C22ah",42
"2335","AU18_0470","C50b",1572
"2336","AU18_0470","37253_C",49
"2337","AU18_0470","C3bm",422
"2338","AU18_0470","C50f",233
"2339","AU18_0470","1680592_C",196
"2340","AU18_0470","1645787_C",354
"2341","AU18_0470","1646070_C",95
"2342","AU18_0470","1626827_C",114
"2343","AU18_0470","1698762_C",104
"2344","AU18_0470","1645716_C",35
"2345","AU18_0470","1708730_C",26
"2346","AU18_0470","266584_C",26
"2347","AU18_0387","C1",1352
"2348","AU18_0387","C42.2",788
"2349","AU18_0387","C1b",192
"2350","AU18_0387","C1gw",606
"2351","AU18_0387","C1ab",564
"2352","AU18_0387","C1by",452
"2353","AU18_0387","C1w",45
"2354","AU18_0387","47106_C",189
"2355","AU18_0387","44745_C",169
"2356","AU18_0387","19548_C",176
"2357","AU18_0387","C1dy",248
"2358","AU18_0387","C3wo",136
"2359","AU18_0387","C42ao",33
"2360","AU18_0387","C1gy",131
"2361","AU18_0387","20466_C",72
"2362","AU18_0387","1194550_C",61
"2363","AU18_0387","414389_C",80
"2364","AU18_0387","C9a",64
"2365","AU18_0387","1328437_C",30
"2366","AU18_0387","159911_C",34
"2367","AU18_0387","1655376_C",42
"2368","AU18_0387","1707858_C",51
"2369","AU18_0387","1183302_C",38
"2370","AU18_0387","2885752_C",41
"2371","AU18_0387","2885753_C",34
"2372","AU18_0387","C1hj",40
"2373","AU18_0387","1655375_C",40
"2374","AU18_0387","93899_C",70
"2375","AU18_0387","95341_C",26
"2376","AU18_0387","170670_C",30
"2377","AU18_0387","29115_C",62
"2378","AU18_0387","2885754_C",29
"2379","AU18_0387","2885755_C",27
"2380","AU18_neg12","C22",6
"2381","AU18_neg12","C22ad",14
"2382","AU18_neg12","C1",74
"2383","AU18_neg12","C42.2",44
"2384","AU18_neg12","C1b",16
"2385","AU18_neg12","C8",78
"2386","AU18_neg12","C1ns",12
"2387","AU18_neg12","C79",55
