"","sample.ID","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col","sample_uid","host_genus","host_species","collection_longitude","collection_latitude","facet_column"
"491","AU18_0702","1626916_C",14,14,3394,0.00412492634060106,"1626916_C","158797","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"492","AU18_0685","1670084_C",14,27,3330,0.00810810810810811,"1670084_C","158790","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"493","AU18_0256","1630543_C",14,36,2439,0.014760147601476,"1630543_C","158742","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"494","AU18_0485","C79",14,124,1322,0.0937972768532526,"C79","158772","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"495","AU18_0895","D1id",14,114,3075,0.0370731707317073,"D1id","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"496","AU18_0599","1351_C",14,25,6047,0.00413428146188193,"1351_C","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"497","AU18_0599","D17c",14,39,6047,0.0064494790805358,"D17c","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"498","AU18_0064","44745_C",14,143,1753,0.0815744438106104,"44745_C","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"499","AU18_0064","2783442_C",14,157,1753,0.089560752994866,"2783442_C","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"500","AU18_0744","C1",14,195,3954,0.0493171471927162,"C1","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"501","AU18_0744","53111_D",14,209,3954,0.0528578654527061,"53111_D","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"502","AU18_0248","2885747_C",14,37,11136,0.00332255747126437,"2885747_C","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"503","AU18_1125","1670084_C",14,14,7108,0.00196961170512099,"1670084_C","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"504","AU18_1041","2174376_C",14,166,4615,0.0359696641386782,"2174376_C","158832","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"505","AU18_0065","C39ab",14,86,1050,0.0819047619047619,"C39ab","158705","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"506","AU18_0065","2595310_C",14,100,1050,0.0952380952380952,"2595310_C","158705","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"507","AU18_0065","1428436_C",14,114,1050,0.108571428571429,"1428436_C","158705","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"508","AU18_0232","333087_C",14,49,472,0.103813559322034,"333087_C","158731","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"509","AU18_0232","2885768_C",14,63,472,0.133474576271186,"2885768_C","158731","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"510","AU18_0170","2885733_C",14,53,3366,0.0157456922162805,"2885733_C","158727","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"511","AU18_0170","C3t",14,67,3366,0.0199049316696376,"C3t","158727","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"512","AU18_0115","D1d",14,38,304,0.125,"D1d","158720","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"513","AU18_1121","2282561_C",14,69,5906,0.0116830342025059,"2282561_C","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"514","AU18_0586","C72k",14,36,1983,0.0181543116490166,"C72k","158776","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"515","AU18_0281","1147954_C",14,38,3096,0.0122739018087855,"1147954_C","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"516","AU18_0281","2885798_C",14,52,3096,0.0167958656330749,"2885798_C","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"517","AU18_0242","C3od",14,136,979,0.138917262512768,"C3od","158735","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"518","AU18_neg12","C22ad",14,376,1256,0.299363057324841,"C22ad","158855","NoData","NoData",999,999,"a"
"519","AU18_neg12","C40ap",14,390,1256,0.310509554140127,"C40ap","158855","NoData","NoData",999,999,"a"
"520","AU18_0352","44745_C",14,175,921,0.190010857763301,"44745_C","158751","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"521","AU18_0243","C42.2",14,72,101,0.712871287128713,"C42.2","158736","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"522","AU18_0456","1670084_C",15,28,3397,0.00824256697085664,"1670084_C","158758","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"523","AU18_0460","1626916_C",15,15,3840,0.00390625,"1626916_C","158762","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"524","AU18_0432","1612485_C",15,42,2722,0.0154298310066128,"1612485_C","158757","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"525","AU18_1129","1626916_C",15,44,3086,0.0142579390797148,"1626916_C","158850","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"526","AU18_0332","1611788_C",15,127,1159,0.109577221742882,"1611788_C","158750","Turbinaria","Turbinaria_patula",153.55168,-27.39137,"a"
"527","AU18_0260","1622915_C",15,38,2505,0.0151696606786427,"1622915_C","158744","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"528","AU18_0257","C3xe",15,15,3849,0.0038971161340608,"C3xe","158743","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"529","AU18_0485","C8",15,139,1322,0.105143721633888,"C8","158772","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"530","AU18_0895","7488_D",15,129,3075,0.0419512195121951,"7488_D","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"531","AU18_0876","2282560_C",15,85,4819,0.0176385142145673,"2282560_C","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"532","AU18_0876","D17d",15,100,4819,0.0207511931936086,"D17d","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"533","AU18_0599","2174376_C",15,54,6047,0.00893004795766496,"2174376_C","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"534","AU18_0599","1611789_C",15,69,6047,0.0114106168347941,"1611789_C","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"535","AU18_1111","1630270_C",15,15,3671,0.00408608008716971,"1630270_C","158842","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"536","AU18_1010","1680592_C",15,155,2567,0.0603817686014803,"1680592_C","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"537","AU18_0071","278761_C",15,136,1009,0.134786917740337,"278761_C","158710","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"538","AU18_0064","47106_C",15,172,1753,0.0981175128351398,"47106_C","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"539","AU18_0064","47105_C",15,187,1753,0.106674272675414,"47105_C","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"540","AU18_0067","278761_C",15,136,1291,0.105344694035631,"278761_C","158706","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"541","AU18_0744","2282560_C",15,224,3954,0.0566514921598381,"2282560_C","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"542","AU18_0248","1630543_C",15,52,11136,0.00466954022988506,"1630543_C","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"543","AU18_0248","1670426_C",15,67,11136,0.00601652298850575,"1670426_C","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"544","AU18_1125","2174376_C",15,29,7108,0.00407990996060777,"2174376_C","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"545","AU18_0232","C39ab",15,78,472,0.165254237288136,"C39ab","158731","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"546","AU18_0234","2885733_C",15,74,802,0.0922693266832918,"2885733_C","158732","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"547","AU18_0220","D1dm",15,15,2620,0.00572519083969466,"D1dm","158730","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"548","AU18_1121","2282560_C",15,84,5906,0.014222824246529,"2282560_C","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"549","AU18_0281","1148411_C",15,67,3096,0.021640826873385,"1148411_C","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"550","AU18_0281","C1id",15,82,3096,0.0264857881136951,"C1id","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"551","AU18_0390","C22ad",15,290,760,0.381578947368421,"C22ad","158756","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"552","AU18_0390","C35.3",15,305,760,0.401315789473684,"C35.3","158756","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"553","AU18_neg12","2239316_C",15,405,1256,0.322452229299363,"2239316_C","158855","NoData","NoData",999,999,"a"
"554","AU18_0112","C3",15,26,2331,0.0111540111540112,"C3","158717","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"555","AU18_0112","1328437_C",15,41,2331,0.0175890175890176,"1328437_C","158717","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"556","AU18_0456","C21",16,44,3397,0.0129526052399176,"C21","158758","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"557","AU18_0742","1626916_C",16,16,3688,0.00433839479392625,"1626916_C","158800","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"558","AU18_0702","1630543_C",16,30,3394,0.00883912787271656,"1630543_C","158797","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"559","AU18_0686","333087_C",16,16,3740,0.00427807486631016,"333087_C","158791","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"560","AU18_0257","1626916_C",16,31,3849,0.00805404001039231,"1626916_C","158743","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"561","AU18_0257","2786619_C",16,47,3849,0.0122109638867238,"2786619_C","158743","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"562","AU18_0895","281318_D",16,145,3075,0.0471544715447154,"281318_D","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"563","AU18_0876","1611789_C",16,116,4819,0.024071384104586,"1611789_C","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"564","AU18_0599","21025_C",16,85,6047,0.0140565569703985,"21025_C","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"565","AU18_0599","D2a",16,101,6047,0.016702497106003,"D2a","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"566","AU18_1010","D10",16,171,2567,0.0666147253603428,"D10","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"567","AU18_0068","2885766_C",16,16,3511,0.00455710623753916,"2885766_C","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"568","AU18_0068","C1lh",16,32,3511,0.00911421247507833,"C1lh","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"569","AU18_0067","766366_C",16,152,1291,0.117738187451588,"766366_C","158706","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"570","AU18_0744","2885743_D",16,240,3954,0.0606980273141123,"2885743_D","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"571","AU18_0248","1670755_C",16,83,11136,0.00745330459770115,"1670755_C","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"572","AU18_1041","37253_C",16,182,4615,0.0394366197183099,"37253_C","158832","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"573","AU18_0170","1669691_C",16,83,3366,0.02465834818776,"1669691_C","158727","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"574","AU18_1121","1170996_D",16,100,5906,0.0169319336268202,"1170996_D","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"575","AU18_1121","6624_D",16,116,5906,0.0196410430071114,"6624_D","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"576","AU18_1121","D1ih",16,132,5906,0.0223501523874026,"D1ih","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"577","AU18_0586","C50t",16,52,1983,0.0262228946041351,"C50t","158776","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"578","AU18_0281","1634089_C",16,98,3096,0.0316537467700258,"1634089_C","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"579","AU18_0242","C22ah",16,152,979,0.155260469867211,"C22ah","158735","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"580","AU18_neg12","C1b",16,421,1256,0.335191082802548,"C1b","158855","NoData","NoData",999,999,"a"
"581","AU18_neg12","C78",16,437,1256,0.347929936305732,"C78","158855","NoData","NoData",999,999,"a"
"582","AU18_0456","1630513_C",17,61,3397,0.0179570209007948,"1630513_C","158758","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"583","AU18_0596","21025_C",17,17,3694,0.00460205739036275,"21025_C","158782","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"584","AU18_0459","2174376_C",17,17,3937,0.00431800863601727,"2174376_C","158761","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"585","AU18_0967","42219_C",17,17,3682,0.00461705594785443,"42219_C","158819","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"586","AU18_1124","42219_C",17,17,3817,0.00445375949698716,"42219_C","158846","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"587","AU18_0260","1630543_C",17,55,2505,0.0219560878243513,"1630543_C","158744","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"588","AU18_0108","C21",17,93,2128,0.043703007518797,"C21","158715","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"589","AU18_0257","C1b",17,64,3849,0.0166276955053261,"C1b","158743","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"590","AU18_0257","1670426_C",17,81,3849,0.0210444271239283,"1670426_C","158743","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"591","AU18_0257","1642017_C",17,98,3849,0.0254611587425305,"1642017_C","158743","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"592","AU18_0485","C54l",17,156,1322,0.118003025718608,"C54l","158772","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"593","AU18_0895","1147954_C",17,162,3075,0.0526829268292683,"1147954_C","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"594","AU18_0876","D17j",17,133,4819,0.0275990869474995,"D17j","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"595","AU18_0876","D2c",17,150,4819,0.031126789790413,"D2c","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"596","AU18_0599","D2j",17,118,6047,0.0195138085000827,"D2j","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"597","AU18_1010","C72k",17,188,2567,0.0732372419166342,"C72k","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"598","AU18_0071","107479_C",17,153,1009,0.151635282457879,"107479_C","158710","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"599","AU18_0068","C42ao",17,49,3511,0.0139561378524637,"C42ao","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"600","AU18_0068","17505_C",17,66,3511,0.018798063229849,"17505_C","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"601","AU18_0068","46331_C",17,83,3511,0.0236399886072344,"46331_C","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"602","AU18_0744","1612485_C",17,257,3954,0.0649974709155286,"1612485_C","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"603","AU18_0248","2282558_C",17,100,11136,0.00897988505747126,"2282558_C","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"604","AU18_1122","C1b",17,30,8689,0.00345264127057199,"C1b","158844","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"605","AU18_0232","C21",17,95,472,0.201271186440678,"C21","158731","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"606","AU18_0220","25566_D",17,32,2620,0.0122137404580153,"25566_D","158730","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"607","AU18_0115","25757_D",17,55,304,0.180921052631579,"25757_D","158720","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"608","AU18_1121","D1dm",17,149,5906,0.0252285811039621,"D1dm","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"609","AU18_0242","1648847_C",17,169,979,0.172625127681307,"1648847_C","158735","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"610","AU18_0390","2175409_C",17,322,760,0.423684210526316,"2175409_C","158756","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"611","AU18_0112","C1ab",17,58,2331,0.0248820248820249,"C1ab","158717","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"612","AU18_0072","42216_C",17,17,3302,0.00514839491217444,"42216_C","158711","Turbinaria","Turbinaria_mesenterina",153.17961,-30.2384,"a"
"613","AU18_0352","C1gy",17,192,921,0.208469055374593,"C1gy","158751","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"614","AU18_0352","1194550_C",17,209,921,0.226927252985885,"1194550_C","158751","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"615","AU18_0703","C22ad",17,36,56,0.642857142857143,"C22ad","158798","Turbinaria","Turbinaria_patula",151.929,-23.43327,"a"
"616","AU18_0456","1612485_C",18,79,3397,0.0232558139534884,"1612485_C","158758","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"617","AU18_0596","1630543_C",18,35,3694,0.00947482403898213,"1630543_C","158782","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"618","AU18_0742","1670084_C",18,34,3688,0.00921908893709327,"1670084_C","158800","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"619","AU18_0460","1630513_C",18,33,3840,0.00859375,"1630513_C","158762","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"620","AU18_0432","1622915_C",18,60,2722,0.0220426157237326,"1622915_C","158757","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"621","AU18_0702","2885790_C",18,48,3394,0.0141426045963465,"2885790_C","158797","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"622","AU18_0685","2174376_C",18,45,3330,0.0135135135135135,"2174376_C","158790","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"623","AU18_0256","1148411_C",18,54,2439,0.022140221402214,"1148411_C","158742","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"624","AU18_0256","1622915_C",18,72,2439,0.029520295202952,"1622915_C","158742","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"625","AU18_0876","C1",18,168,4819,0.0348620045652625,"C1","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"626","AU18_0071","C1ab",18,171,1009,0.169474727452924,"C1ab","158710","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"627","AU18_0071","C1by",18,189,1009,0.187314172447968,"C1by","158710","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"628","AU18_0237","2885748_C",18,170,1189,0.142977291841884,"2885748_C","158733","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"629","AU18_0064","C3mk",18,205,1753,0.116942384483742,"C3mk","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"630","AU18_0068","2783442_C",18,101,3511,0.028766733124466,"2783442_C","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"631","AU18_0068","150940_C",18,119,3511,0.0338934776416975,"150940_C","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"632","AU18_0067","1031429_C",18,170,1291,0.131680867544539,"1031429_C","158706","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"633","AU18_0748","2282560_C",18,126,5331,0.0236353404614519,"2282560_C","158805","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"634","AU18_1125","21025_C",18,47,7108,0.0066122678671919,"21025_C","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"635","AU18_1125","1653201_C",18,65,7108,0.00914462577377603,"1653201_C","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"636","AU18_1041","1626350_C",18,200,4615,0.0433369447453954,"1626350_C","158832","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"637","AU18_1041","D17e",18,218,4615,0.047237269772481,"D17e","158832","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"638","AU18_0113","1398203_C",18,59,1139,0.0517998244073749,"1398203_C","158718","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"639","AU18_1121","1645825_C",18,167,5906,0.0282763291567897,"1645825_C","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"640","AU18_0586","47056_C",18,70,1983,0.0353000504286435,"47056_C","158776","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"641","AU18_0632","C1bh",18,22,4227,0.00520463685829193,"C1bh","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"642","AU18_neg12","2175409_C",18,455,1256,0.362261146496815,"2175409_C","158855","NoData","NoData",999,999,"a"
"643","AU18_neg12","C35.3",18,473,1256,0.376592356687898,"C35.3","158855","NoData","NoData",999,999,"a"
"644","AU18_neg12","2175451_C",18,491,1256,0.390923566878981,"2175451_C","158855","NoData","NoData",999,999,"a"
"645","AU18_0112","93790_C",18,76,2331,0.0326040326040326,"93790_C","158717","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"646","AU18_0072","C3xf",18,35,3302,0.0105996365838886,"C3xf","158711","Turbinaria","Turbinaria_mesenterina",153.17961,-30.2384,"a"
"647","AU18_0072","333087_C",18,53,3302,0.0160508782556027,"333087_C","158711","Turbinaria","Turbinaria_mesenterina",153.17961,-30.2384,"a"
"648","AU18_0072","1428436_C",18,71,3302,0.0215021199273168,"1428436_C","158711","Turbinaria","Turbinaria_mesenterina",153.17961,-30.2384,"a"
"649","AU18_0696","1653201_C",19,45,2999,0.0150050016672224,"1653201_C","158795","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"650","AU18_1129","1670084_C",19,63,3086,0.0204147764095917,"1670084_C","158850","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"651","AU18_0686","21025_C",19,35,3740,0.00935828877005348,"21025_C","158791","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"652","AU18_0876","1612485_C",19,187,4819,0.0388047312720481,"1612485_C","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"653","AU18_0876","D17e",19,206,4819,0.0427474579788338,"D17e","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"654","AU18_1111","1612485_C",19,34,3671,0.00926178153091801,"1612485_C","158842","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"655","AU18_0237","278761_C",19,189,1189,0.158957106812447,"278761_C","158733","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"656","AU18_0064","1031429_C",19,224,1753,0.127780946948089,"1031429_C","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"657","AU18_0064","C42ao",19,243,1753,0.138619509412436,"C42ao","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"658","AU18_0748","10179_D",19,145,5331,0.0271993997373851,"10179_D","158805","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"659","AU18_0163","103346_C",19,19,4620,0.00411255411255411,"103346_C","158723","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"660","AU18_0281","C1ab",19,117,3096,0.0377906976744186,"C1ab","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"661","AU18_0281","C3od",19,136,3096,0.0439276485788114,"C3od","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"662","AU18_0632","2885770_C",19,41,4227,0.00969955050863497,"2885770_C","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"663","AU18_neg12","2239310_C",19,510,1256,0.406050955414013,"2239310_C","158855","NoData","NoData",999,999,"a"
"664","AU18_0482","2174376_C",20,20,4734,0.0042247570764681,"2174376_C","158769","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"665","AU18_0456","1630543_C",20,99,3397,0.0291433617898145,"1630543_C","158758","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"666","AU18_0742","1630543_C",20,54,3688,0.0146420824295011,"1630543_C","158800","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"667","AU18_0742","1612485_C",20,74,3688,0.0200650759219089,"1612485_C","158800","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"668","AU18_0460","1670084_C",20,53,3840,0.0138020833333333,"1670084_C","158762","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"669","AU18_0432","1630543_C",20,80,2722,0.0293901542983101,"1630543_C","158757","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"670","AU18_0459","37253_C",20,37,3937,0.00939801879603759,"37253_C","158761","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"671","AU18_0459","1626916_C",20,57,3937,0.0144780289560579,"1626916_C","158761","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"672","AU18_0964","21025_C",20,20,4428,0.004516711833785,"21025_C","158816","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"673","AU18_0964","1351_C",20,40,4428,0.00903342366757001,"1351_C","158816","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"674","AU18_0685","1626916_C",20,65,3330,0.0195195195195195,"1626916_C","158790","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"675","AU18_0256","37253_C",20,92,2439,0.037720377203772,"37253_C","158742","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"676","AU18_0108","1148411_C",20,113,2128,0.0531015037593985,"1148411_C","158715","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"677","AU18_0108","37253_C",20,133,2128,0.0625,"37253_C","158715","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"678","AU18_0895","1626916_C",20,182,3075,0.0591869918699187,"1626916_C","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"679","AU18_0895","D2.2",20,202,3075,0.0656910569105691,"D2.2","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"680","AU18_0064","C120b",20,263,1753,0.150028522532801,"C120b","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"681","AU18_0068","92851_C",20,139,3511,0.0395898604386215,"92851_C","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
